Proposal ID,Investigator1,Investigator2
GRT00047245,"Turner, Joanne",""
GRT00047249,"Mims, Alice Scott",""
GRT00047251,"Guo, Lianwang",""
GRT00047252,"Guo, Lianwang",""
GRT00047255,"Mishra, Anjali",""
GRT00047258,"Crane, Dushka Aida",""
GRT00047259,"Crane, Dushka Aida",""
GRT00047261,"Douridas, Amanda Rea",""
GRT00047262,"West, Travis William",""
GRT00047263,"Colbert, Susan H",""
GRT00047264,"Andritsos, Leslie A",""
GRT00047265,"Loux, Mark Monroe",""
GRT00047267,"Dietsch, Alia M",""
GRT00047268,"Toman, Eric Lee",""
GRT00047271,"Miller, William C",""
GRT00047273,"Stull, Jason W",""
GRT00047274,"Yang, Yuhong",""
GRT00047275,"Satoskar, Abhay R.",""
GRT00047277,"Smidts, Carol S.",""
GRT00047278,"Parvin, Jeffrey",""
GRT00047279,"Wold, Loren Eugene",""
GRT00047280,"Kleinhenz, Matthew D",""
GRT00047281,"Jones, Carolynn T",""
GRT00047282,"Hogan, Michael Patrick",""
GRT00047283,"Faulds, Eileen Renee",""
GRT00047288,"Kaffenberger, Benjamin Harris",""
GRT00047289,"Moulton, Stephanie Marie",""
GRT00047290,"Moberly, Aaron C.",""
GRT00047291,"Nemeth, Julianna",""
GRT00047294,"Yousef, Ahmed Elmeleigy",""
GRT00047295,"Jimenez-Flores, Rafael",""
GRT00047296,"Gardner, David Sean",""
GRT00047297,"Dorrance, Anne E",""
GRT00047298,"Kolb, Stephen J",""
GRT00047299,"Sneller, Clay Hurd",""
GRT00047300,"Jackwood, Daral J",""
GRT00047302,"Wood, David Webster",""
GRT00047304,"Durkin, L Stanley",""
GRT00047305,"Ho, Tin-Lun",""
GRT00047313,"Sardesai, Sagar",""
GRT00047315,"Merfeld, Daniel Michael",""
GRT00047316,"Zewdu, Abeba",""
GRT00047317,"Zhang, Xiaodong",""
GRT00047318,"Loux, Mark Monroe",""
GRT00047320,"Schniter, Philip",""
GRT00047322,"Ho, W.S. Winston",""
GRT00047325,"Lu, Bo",""
GRT00047327,"Dietsch, Alia M",""
GRT00047328,"Paskett, Electra Diane",""
GRT00047329,"Caligiuri, Michael A",""
GRT00047330,"Paskett, Electra Diane",""
GRT00047334,"Lemeshow, Stanley Alan",""
GRT00047335,"Dorrance, Adrienne M",""
GRT00047338,"Burd, Craig Joseph",""
GRT00047340,"Brunelli, Nicholas A",""
GRT00047342,"Giurgescu, Carmen",""
GRT00047343,"Heldman, Dennis Ray",""
GRT00047344,"Bons, Jeffrey Peter",""
GRT00047345,"Grottoli, Andrea G",""
GRT00047346,"Rajashekara, Gireesh",""
GRT00047349,"Lee, Chang Won",""
GRT00047351,"Kenney, Scott Patrick",""
GRT00047352,"Otterson, Gregory A",""
GRT00047353,"Foster, Brian Lee",""
GRT00047358,"Rajashekara, Gireesh",""
GRT00047360,"Gabriel, Tory A.",""
GRT00047361,"Curtis, Peter Smith",""
GRT00047362,"Bohrer, Gil",""
GRT00047363,"Jordan, Kimberly Payne",""
GRT00047365,"Williams, Valarie Lucille",""
GRT00047366,"Bons, Jeffrey Peter",""
GRT00047367,"Fulton, John P",""
GRT00047369,"Gaitonde, Datta V",""
GRT00047370,"Sutton, Jeffrey A.",""
GRT00047371,"Shen, Mo-How Herman",""
GRT00047372,"Wozniak, Daniel John",""
GRT00047373,"Wozniak, Daniel John",""
GRT00047375,"Hall-Stoodley, Luanne",""
GRT00047377,"Rafael-Fortney, Jill A",""
GRT00047378,"Buhimschi, Catalin",""
GRT00047380,"Gaitonde, Datta V",""
GRT00047381,"Mathur, Samir Dayal",""
GRT00047385,"Crane, Dushka Aida",""
GRT00047386,"Sundaresan, Vishnu Baba",""
GRT00047387,"Tandon, Rajive",""
GRT00047388,"Tandon, Rajive",""
GRT00047389,"Coifman, Benjamin A.",""
GRT00047391,"Stanford, Kristin Irene",""
GRT00047393,"Economos, Marie Diniaco",""
GRT00047394,"Loux, Mark Monroe",""
GRT00047396,"Horton, Robert Louis",""
GRT00047397,"Harne, Ryan L",""
GRT00047398,"Light, Mark D",""
GRT00047399,"Weiss, Raul",""
GRT00047400,"Arnold, Glen Joseph",""
GRT00047403,"Clifton, Daniel Robert",""
GRT00047405,"Taylor, Christopher Gordon",""
GRT00047406,"Fogt, Jennifer Gail Swingle",""
GRT00047407,"Gould, Andrew Philip",""
GRT00047408,"Liu, Desheng",""
GRT00047410,"Petrill, Stephen Anthony",""
GRT00047412,"Tilmon, Kelley Jean",""
GRT00047413,"Gardiner, Mary Margaret",""
GRT00047416,"Relling, Alejandro Enrique",""
GRT00047417,"Lampert, Brent C",""
GRT00047420,"Ajam, Ali",""
GRT00047421,"King, Ryan David",""
GRT00047423,"Bielefeld, Eric Charles",""
GRT00047424,"Nathanson, Amy Ilene",""
GRT00047425,"Sohngen, Brent Laboiteaux",""
GRT00047426,"Smith, William Randy",""
GRT00047427,"Hill, Amy Lynn",""
GRT00047428,"Schumacher, Douglass William",""
GRT00047430,"Koletar, Susan Lynn",""
GRT00047431,"Shah, Ajay",""
GRT00047432,"Chen, Jen-Ping",""
GRT00047433,"Xia, Yong",""
GRT00047434,"Lozanski, Gerard",""
GRT00047435,"Devine, Steven M",""
GRT00047437,"Potter, Lee Carson",""
GRT00047438,"Ivey, Melanie L. L.",""
GRT00047442,"Scharff, Robert L",""
GRT00047443,"Li, Weidong",""
GRT00047449,"Goodway, Jacqueline Dawn",""
GRT00047453,"Krishna, Vibhor",""
GRT00047454,"Nunez, Anne-Marie",""
GRT00047455,"Piermarini, Peter M.",""
GRT00047456,"Desai, Payal C",""
GRT00047457,"Chen, Chi-Chih",""
GRT00047458,"Lee, Jin-Fa",""
GRT00047459,"Teixeira, Fernando L.",""
GRT00047460,"Teixeira, Fernando L.",""
GRT00047461,"Olencki, Thomas E",""
GRT00047462,"Yardim, Caglar",""
GRT00047464,"Kaffenberger, Jessica Amie",""
GRT00047465,"Adamovich, Igor Vladimirovic",""
GRT00047466,"O'Neill, Wendi",""
GRT00047470,"Samimy, Mohammad",""
GRT00047474,"Best, Janet Ann",""
GRT00047475,"Larue, Ross Carson",""
GRT00047478,"Hu, Keli",""
GRT00047479,"Munoz Garcia, Agustin",""
GRT00047480,"Kalcic, Margaret M",""
GRT00047481,"Campbell, Moray J",""
GRT00047482,"Kalcic, Margaret M",""
GRT00047483,"Chen, Zhenhua",""
GRT00047484,"Kalcic, Margaret M",""
GRT00047485,"Sadre-Marandi, Farrah",""
GRT00047486,"Petreaca, Ruben Ciprian",""
GRT00047487,"Mixon, Dustin G",""
GRT00047489,"Lee, Nam Yong",""
GRT00047490,"Fulton, John P",""
GRT00047491,"Martin, Jay Franklin",""
GRT00047492,"Zhao, Lingying",""
GRT00047493,"Li, Pui-Kai",""
GRT00047494,"Ling, Peter P.",""
GRT00047496,"Jones, Jeffrey Alan",""
GRT00047498,"Raman, Subha Venkat",""
GRT00047499,"Piperata, Barbara Ann",""
GRT00047500,"Guo, Liang",""
GRT00047502,"Emani, Sitaramesh",""
GRT00047503,"Williams, Terence M",""
GRT00047505,"Sioshansi, Ramteen Mehr",""
GRT00047506,"Kelley, Brendan",""
GRT00047507,"Arnold, William David",""
GRT00047508,"Racke, Michael Karl",""
GRT00047509,"Imitola, Jaime",""
GRT00047510,"Thomison, Peter Regan",""
GRT00047511,"Kostyk, Sandra K",""
GRT00047512,"Liebner, David A",""
GRT00047514,"Marras, William Steven",""
GRT00047515,"Wang, Tzu-Fei",""
GRT00047519,"Schumacher, Douglass William",""
GRT00047520,"Paquette, Elliot",""
GRT00047522,"Wang, Hua",""
GRT00047527,"Lindsey, Laura Elizabeth",""
GRT00047528,"Lindsey, Laura Elizabeth",""
GRT00047529,"Lindsey, Laura Elizabeth",""
GRT00047530,"Giurgescu, Carmen",""
GRT00047531,"Funderburg, Nicholas T",""
GRT00047532,"Mcgovern, Colleen Marie",""
GRT00047534,"Wold, Loren Eugene",""
GRT00047538,"Conwell, Darwin Lewis",""
GRT00047539,"Thrane, Susan E",""
GRT00047540,"Conwell, Darwin Lewis",""
GRT00047544,"Stulberg, Joseph",""
GRT00047545,"McHale, Leah K",""
GRT00047546,"Justice, Laura M",""
GRT00047548,"Terndrup, Thomas E",""
GRT00047551,"Martinez, Glenn Andrew",""
GRT00047552,"Nangle, Edward John",""
GRT00047553,"Wisler, Jonathan Robert",""
GRT00047555,"Stockinger, Eric Josef",""
GRT00047556,"Mishra, Anjali",""
GRT00047557,"Weinberg, Bruce A",""
GRT00047558,"Dami, Imed E",""
GRT00047559,"Crouser, Elliott David",""
GRT00047560,"Bons, Jeffrey Peter",""
GRT00047561,"Maddocks, Kami J",""
GRT00047562,"Kim, Taewan",""
GRT00047563,"Talbert, Erin Elizabeth",""
GRT00047564,"Rogers, Kerry",""
GRT00047565,"Emani, Sitaramesh",""
GRT00047566,"Mills, Michael John",""
GRT00047567,"Johnson, Joel Tidmore",""
GRT00047568,"Brooks, Jeremy S",""
GRT00047569,"Amer, Amal",""
GRT00047570,"Briggs, Matthew Scott",""
GRT00047572,"Liu, Shan-Lu",""
GRT00047574,"Reece, Jason W",""
GRT00047576,"Wu, Li",""
GRT00047577,"Schlesinger, Larry Seth",""
GRT00047579,"Magalang, Ulysses J.",""
GRT00047588,"Sulc, Reuben Mark",""
GRT00047597,"Kim, Seung Hyun",""
GRT00047598,"Scharre, Douglas William",""
GRT00047599,"Iyadurai, Stanley",""
GRT00047600,"Kelley, Brendan",""
GRT00047601,"Freimer, Miriam Laura",""
GRT00047609,"Alinari, Lapo",""
GRT00047610,"Bhatt, Nitin Yogendra",""
GRT00047611,"Kahwash, Rami",""
GRT00047612,"Shabsigh, Ahmad",""
GRT00047614,"Freimer, Miriam Laura",""
GRT00047615,"Bushman, Brad J.",""
GRT00047616,"Hicks, Todd Eugene",""
GRT00047618,"De Boeck, Paulus",""
GRT00047619,"Paul, Pierce Anderson",""
GRT00047620,"Dorrance, Anne E",""
GRT00047623,"Miller, Sally Ann",""
GRT00047624,"Ferrari, Theresa M",""
GRT00047626,"Ciombor, Kristen Keon",""
GRT00047628,"Okabe, Toshimasa",""
GRT00047629,"Flatnes, Jon Einar",""
GRT00047633,"Muthusamy, Natarajan",""
GRT00047635,"Kulp, Marjean Taylor",""
GRT00047636,"Gurcan, Metin Nafi",""
GRT00047637,"Breitborde, Nicholas",""
GRT00047639,"Wesolowski, Robert",""
GRT00047640,"Stone, Craig A",""
GRT00047644,"Schuenemann, Gustavo Martin",""
GRT00047647,"Song, Chi",""
GRT00047650,"Lu, Bo",""
GRT00047651,"Klein, Elizabeth Gardner",""
GRT00047652,"Miller, William C",""
GRT00047654,"Gallo, Maria F.",""
GRT00047656,"Kang, Yun Seok",""
GRT00047659,"Bertino, Erin Marie",""
GRT00047660,"Augostini, Ralph Sayre",""
GRT00047662,"Pintor, Lauren Melissa",""
GRT00047664,"Torbey, Michel T",""
GRT00047665,"Boone, Kristina Marie",""
GRT00047666,"Doll, Heather Lynn",""
GRT00047667,"Petrill, Stephen Anthony",""
GRT00047668,"Mills, Monique T",""
GRT00047670,"Bean, Allison Frances",""
GRT00047672,"Pancholi, Preeti",""
GRT00047673,"Merfeld, Daniel Michael",""
GRT00047674,"Ackerman, William Edward",""
GRT00047675,"Caterino, Jeffrey Michael",""
GRT00047676,"Magalang, Ulysses J.",""
GRT00047677,"Drews, Joseph David",""
GRT00047678,"Sohngen, Brent Laboiteaux",""
GRT00047679,"Giurgescu, Carmen",""
GRT00047680,"Wesolowski, Robert",""
GRT00047681,"Kissel, John Thomas",""
GRT00047682,"Sahr, Timothy Richard",""
GRT00047684,"Sahr, Timothy Richard",""
GRT00047686,"Sahr, Timothy Richard",""
GRT00047687,"Efebera, Yvonne A",""
GRT00047690,"Shah, Manisha H",""
GRT00047691,"Kulp, Marjean Taylor",""
GRT00047692,"Wozniak, Daniel John",""
GRT00047693,"Schlesinger, Larry Seth",""
GRT00047694,"Heathcock, Jill Cathleen",""
GRT00047695,"Harne, Ryan L",""
GRT00047697,"Mehta, Laxmi S",""
GRT00047699,"Drew, Mark Elliot",""
GRT00047702,"Vasu, Sumithira",""
GRT00047703,"Alinari, Lapo",""
GRT00047704,"Parikh, Samir V",""
GRT00047705,"Desai, Payal C",""
GRT00047706,"Pei, Dehua",""
GRT00047711,"Young, Nicholas Adam",""
GRT00047712,"Agarwal, Gunjan",""
GRT00047716,"Sun, Huan",""
GRT00047717,"Miles, Wayne",""
GRT00047719,"Sadayappan, P",""
GRT00047720,"Sun, Huan",""
GRT00047721,"Larry, John Alan",""
GRT00047722,"Fontanella, Cynthia A.",""
GRT00047723,"Guerau, Mireia",""
GRT00047725,"Guerau, Mireia",""
GRT00047735,"Monk, J Paul",""
GRT00047736,"Funderburg, Nicholas T",""
GRT00047737,"Monk, J Paul",""
GRT00047739,"Roblin, Patrick",""
GRT00047741,"Wang, Tzu-Fei",""
GRT00047742,"Cheng, Chunming",""
GRT00047743,"Virk, Subhdeep",""
GRT00047744,"Wood, David Webster",""
GRT00047745,"Luo, Aihua",""
GRT00047746,"Taylor, Christopher Gordon",""
GRT00047747,"Bair, John David",""
GRT00047748,"Weisenberger, Janet M.",""
GRT00047749,"Bolte, John H",""
GRT00047753,"Marras, William Steven",""
GRT00047755,"Blanas, Spyridon",""
GRT00047756,"Alinari, Lapo",""
GRT00047759,"Bohrer, Gil",""
GRT00047760,"Kaffenberger, Jessica Amie",""
GRT00047761,"Desai, Payal C",""
GRT00047763,"Ameri, Ali A.",""
GRT00047764,"Kyle, Karen Marie",""
GRT00047765,"Shellhaas, Cynthia S",""
GRT00047766,"Dorrance, Anne E",""
GRT00047767,"Tyler, Jaret Dean",""
GRT00047768,"Houmsse, Mahmoud",""
GRT00047769,"Houmsse, Mahmoud",""
GRT00047770,"Houmsse, Mahmoud",""
GRT00047771,"Patterson, Emily S",""
GRT00047772,"Colbert, Susan H",""
GRT00047773,"Mumtaz, Khalid",""
GRT00047774,"Liu, Jun",""
GRT00047775,"Scharre, Douglas William",""
GRT00047776,"Carson, William Edgar",""
GRT00047777,"Carson, William Edgar",""
GRT00047779,"Kisanuki, Yasushi",""
GRT00047780,"Agnew, Amanda Marie",""
GRT00047781,"Pinsonneault, Marc Howard",""
GRT00047782,"Poleski, Radoslaw",""
GRT00047783,"Tilmon, Kelley Jean",""
GRT00047786,"Velleman, Sandra Gayle",""
GRT00047789,"Bielke, Lisa R",""
GRT00047792,"Jekeli, Christopher",""
GRT00047793,"Gaudi, Bernard Scott",""
GRT00047795,"Caterino, Jeffrey Michael",""
GRT00047797,"Hofmeister, Craig C",""
GRT00047799,"Foster, Brian Lee",""
GRT00047800,"Otero, Jose Javier",""
GRT00047802,"Han, Renzhi",""
GRT00047804,"Parvin, Jeffrey",""
GRT00047805,"Kisseberth, William C",""
GRT00047806,"Suzuki, Maiko",""
GRT00047808,"Dick, Michael R",""
GRT00047813,"Shields, Peter G",""
GRT00047814,"D'Souza, Kiran Xavier",""
GRT00047815,"Mehta, Bella H",""
GRT00047819,"Parvin, Jeffrey",""
GRT00047821,"Xia, Yong",""
GRT00047826,"Koenka, Alison Chesley",""
GRT00047828,"Bibyk, Steven B",""
GRT00047830,"Sutton, Jeffrey A.",""
GRT00047832,"Koenka, Alison Chesley",""
GRT00047835,"Sizemore, Steven Thomas",""
GRT00047836,"Sizemore, Gina Marie",""
GRT00047837,"Ghoshal, Kalpana",""
GRT00047840,"Finer, John James",""
GRT00047842,"Dabrowski, Konrad",""
GRT00047846,"Tambyraja, Sherine",""
GRT00047847,"Justice, Laura M",""
GRT00047849,"Kamp Dush, Claire",""
GRT00047851,"Dungan, Kathleen Marie",""
GRT00047852,"Guo, Lianwang",""
GRT00047853,"Needleman, Bradley Jason",""
GRT00047855,"Hazey, Jeffrey W",""
GRT00047857,"Mehta, Kamal D.",""
GRT00047859,"Stanford, Kristin Irene",""
GRT00047864,"Evans, Gwen",""
GRT00047865,"Evans, Gwen",""
GRT00047866,"Mishra, Anjali",""
GRT00047867,"Volek, Jeff S",""
GRT00047872,"Hemminger, Jessica Ann",""
GRT00047873,"Paul, Peter Vincent",""
GRT00047875,"Michel, Andrew P.",""
GRT00047882,"Attar, Talal Tafankaji",""
GRT00047883,"Shirley, Lawrence Andrew",""
GRT00047886,"Gurcan, Metin Nafi",""
GRT00047887,"Weisenberger, Janet M.",""
GRT00047893,"Chowdhury, Enam Ahmed",""
GRT00047894,"Pancholi, Preeti",""
GRT00047897,"Venere, Monica",""
GRT00047898,"Walton, Katherine",""
GRT00047899,"Malimbada Liyanage, Namal Prasanna",""
GRT00047901,"Kyle, Karen Marie",""
GRT00047903,"Mims, Alice Scott",""
GRT00047904,"Pancholi, Preeti",""
GRT00047905,"Pancholi, Vijay",""
GRT00047909,"Hamel, Patrice P.",""
GRT00047912,"Leroy, Adam",""
GRT00047916,"Lillard, Dean R",""
GRT00047918,"Lillard, Dean R",""
GRT00047920,"Zirkle, Christopher J",""
GRT00047921,"Dynia, Jaclyn Marie",""
GRT00047923,"Shiverdecker, Teresa A",""
GRT00047925,"Shiverdecker, Teresa A",""
GRT00047926,"Gugiu, Mihaiela R",""
GRT00047928,"Mancl, Karen Marie",""
GRT00047930,"Kalcic, Margaret M",""
GRT00047932,"Radwanski, Przemyslaw",""
GRT00047933,"Guttke, Christina D",""
GRT00047934,"Shu, Dan",""
GRT00047936,"Lindsey, Laura Elizabeth",""
GRT00047939,"Dami, Imed E",""
GRT00047940,"Freisthler, Bridget J",""
GRT00047945,"Bowles, Wendy S",""
GRT00047946,"Ringel, Matthew David",""
GRT00047947,"Dabrowski, Konrad",""
GRT00047948,"Mion, Lorraine Cecilia",""
GRT00047949,"Anderson-Butcher, Dawn",""
GRT00047950,"Hand, Francesca Peduto",""
GRT00047952,"Jang, Jyan-Chyun",""
GRT00047953,"Paul, Pierce Anderson",""
GRT00047954,"Qu, Feng",""
GRT00047955,"Niblack, Terry Lee",""
GRT00047956,"Sneller, Clay Hurd",""
GRT00047957,"Dorrance, Anne E",""
GRT00047959,"McHale, Leah K",""
GRT00047962,"Lindsey, Laura Elizabeth",""
GRT00047964,"Mcgovern, Colleen Marie",""
GRT00047966,"Kenney, Scott Patrick",""
GRT00047968,"Lee, Chang Won",""
GRT00047971,"Thomison, Peter Regan",""
GRT00047972,"Bonello, Pierluigi",""
GRT00047973,"Gourapura, Renukaradhya Jayamurthy",""
GRT00047975,"Gourapura, Renukaradhya Jayamurthy",""
GRT00047976,"Wittum, Thomas Eugene",""
GRT00047977,"Guo, Lianwang",""
GRT00047981,"Lu, Bo",""
GRT00047982,"Foraker, Randi Elizabeth",""
GRT00047985,"Weir, Mark Howard",""
GRT00047989,"Ricks, JaNelle Marie",""
GRT00047991,"Bower, Julie Kristen Cortese",""
GRT00047992,"Rudinsky, Adam Joseph",""
GRT00047993,"Peterson, Devin",""
GRT00047994,"Klisovic, Rebecca Bruner",""
GRT00047995,"Mims, Alice Scott",""
GRT00047997,"Monk, J Paul",""
GRT00047999,"Vasu, Sumithira",""
GRT00048000,"Vasu, Sumithira",""
GRT00048001,"Maddocks, Kami J",""
GRT00048002,"Maddocks, Kami J",""
GRT00048004,"Vasu, Sumithira",""
GRT00048006,"William, Basem M",""
GRT00048007,"Kirschner, Lawrence S.",""
GRT00048009,"DeGrand, James Qualls",""
GRT00048010,"Harne, Ryan L",""
GRT00048012,"McCrink, Matthew Henry",""
GRT00048014,"Shen, Mo-How Herman",""
GRT00048015,"Gilat, Amos",""
GRT00048018,"El-Hinnawi, Ashraf M",""
GRT00048019,"Donneyong, Macarius Mwinisungee",""
GRT00048022,"Raudenbush, Zane M",""
GRT00048024,"Cole, David Robert",""
GRT00048025,"Pairis-Garcia, Monique D",""
GRT00048026,"Bielke, Lisa R",""
GRT00048028,"Petreaca, Ruben Ciprian",""
GRT00048030,"Jones, Norman Waters",""
GRT00048031,"Subedi, Binaya",""
GRT00048032,"Dong, Yizhou",""
GRT00048037,"Pabla, Navjotsingh pargatsingh",""
GRT00048039,"Honscheid, Klaus",""
GRT00048041,"Ivey, Melanie L. L.",""
GRT00048043,"Lorenz, Allison Marie",""
GRT00048044,"Lorenz, Allison Marie",""
GRT00048046,"Lorenz, Allison Marie",""
GRT00048048,"Coutellier, Laurence Daniele",""
GRT00048049,"Lorenz, Allison Marie",""
GRT00048051,"Lorenz, Allison Marie",""
GRT00048054,"Lorenz, Allison Marie",""
GRT00048056,"Lorenz, Allison Marie",""
GRT00048057,"Lu, Zhong-Lin",""
GRT00048059,"Lorenz, Allison Marie",""
GRT00048061,"Zheng, Hui",""
GRT00048063,"Cole, Susan Elizabeth",""
GRT00048066,"Lorenz, Allison Marie",""
GRT00048067,"Crane, Dushka Aida",""
GRT00048068,"Crane, Dushka Aida",""
GRT00048069,"Slotkin, Richard Keith",""
GRT00048071,"Anderson-Butcher, Dawn",""
GRT00048073,"Gillespie, Shannon Lynn",""
GRT00048075,"Williams, Nicole O",""
GRT00048076,"Carrel, Andre",""
GRT00048077,"Perry, Kayla Ilona",""
GRT00048078,"Dorrance, Adrienne M",""
GRT00048079,"Gao, Yu",""
GRT00048082,"Sahr, Timothy Richard",""
GRT00048083,"Crane, Dushka Aida",""
GRT00048085,"Crane, Dushka Aida",""
GRT00048086,"Crane, Dushka Aida",""
GRT00048088,"Crane, Dushka Aida",""
GRT00048091,"Crane, Dushka Aida",""
GRT00048092,"Lorenz, Allison Marie",""
GRT00048093,"Lorenz, Allison Marie",""
GRT00048095,"Crane, Dushka Aida",""
GRT00048096,"Crane, Dushka Aida",""
GRT00048097,"Devine, Steven M",""
GRT00048098,"Ranbom, Lorin D",""
GRT00048099,"Ranbom, Lorin D",""
GRT00048100,"Sahr, Timothy Richard",""
GRT00048101,"Sahr, Timothy Richard",""
GRT00048102,"Paskett, Electra Diane",""
GRT00048103,"Devine, Steven M",""
GRT00048106,"Ranbom, Lorin D",""
GRT00048107,"Ranbom, Lorin D",""
GRT00048108,"Crane, Dushka Aida",""
GRT00048109,"Crane, Dushka Aida",""
GRT00048113,"Kim, Taewan",""
GRT00048116,"Rogers, Kerry",""
GRT00048117,"Suo, Zucai",""
GRT00048118,"Behbehani, Gregory K",""
GRT00048119,"Johnson, Amy Jo",""
GRT00048121,"Lyons, William Berry",""
GRT00048127,"Archer, Kellie J",""
GRT00048129,"Howat, Ian M",""
GRT00048130,"Archer, Kellie J",""
GRT00048131,"Zhao, Kaiguang",""
GRT00048132,"Cowan, James Allan",""
GRT00048133,"Pennell, Michael L.",""
GRT00048136,"Lal, Rattan",""
GRT00048137,"Howat, Ian M",""
GRT00048140,"Rappleye, Chad Alan",""
GRT00048141,"Bromwich, David Howard",""
GRT00048143,"Kohler, Bern",""
GRT00048146,"Ward, Andrew David",""
GRT00048148,"Kural, Comert",""
GRT00048149,"Kalcic, Margaret M",""
GRT00048152,"Lee, Nam Yong",""
GRT00048153,"Koenig, Michael John",""
GRT00048154,"Gustafson, Terry Lee",""
GRT00048158,"Kankia, Besik I",""
GRT00048159,"Dawes, Adriana Tiamae",""
GRT00048161,"Matthews, Stephen Nicholas",""
GRT00048162,"Hill, Christopher Scott",""
GRT00048163,"Poi, Ming",""
GRT00048164,"Kirk, Andrew Robert",""
GRT00048165,"Johnston-Halperin, Ezekiel",""
GRT00048166,"Worley, Charles Thomas",""
GRT00048171,"Lindsey, Laura Elizabeth",""
GRT00048172,"Wiechel, Jane Marie",""
GRT00048173,"Mark, Bryan Greenwood",""
GRT00048175,"Dabrowski, Konrad",""
GRT00048178,"Tambyraja, Sherine",""
GRT00048179,"Bromwich, David Howard",""
GRT00048180,"Bromwich, David Howard",""
GRT00048183,"Nunez, Anne-Marie",""
GRT00048185,"Kurtek, Sebastian Andrew",""
GRT00048188,"Ard, Kerry Joy",""
GRT00048189,"Gunther, Carolyn Woods",""
GRT00048190,"Ard, Kerry Joy",""
GRT00048192,"Marsh, Antoinette Elisa",""
GRT00048195,"Feng, Xin",""
GRT00048196,"Nicolas, Julien Pierre",""
GRT00048197,"Culman, Steven William",""
GRT00048198,"Lal, Rattan",""
GRT00048199,"Culman, Steven William",""
GRT00048200,"Worley, Charles Thomas",""
GRT00048202,"Alsdorf, Douglas E.",""
GRT00048203,"Kirk, Andrew Robert",""
GRT00048204,"Ard, Kerry Joy",""
GRT00048206,"Gourapura, Renukaradhya Jayamurthy",""
GRT00048209,"Culman, Steven William",""
GRT00048210,"Sivakoff, David Joel",""
GRT00048211,"Kurtek, Sebastian Andrew",""
GRT00048212,"Sintov, Nicole D",""
GRT00048213,"Sintov, Nicole D",""
GRT00048214,"Buhimschi, Catalin",""
GRT00048217,"Joseph, Reversa",""
GRT00048218,"Scharre, Douglas William",""
GRT00048219,"Rodis, Jennifer Lin",""
GRT00048222,"Lin, Tzu-Jung",""
GRT00048223,"Guerrero, Marc Johnston",""
GRT00048224,"Gupta, Jay A",""
GRT00048226,"Carpenter, Kristen M",""
GRT00048227,"Moulton, Stephanie Marie",""
GRT00048229,"Desai, Payal C",""
GRT00048235,"Belknap, James Kennedy",""
GRT00048236,"Mendel, Ehud",""
GRT00048238,"Dannemiller, Karen",""
GRT00048239,"Mathison, Randall Melson",""
GRT00048240,"Dannemiller, Karen",""
GRT00048241,"Cardina, John",""
GRT00048243,"James, Arthur Ruebin",""
GRT00048244,"Chaffin, Justin David",""
GRT00048247,"Burkholder, Robert James",""
GRT00048248,"Smith, Graeme",""
GRT00048254,"Ganju, Ramesh",""
GRT00048259,"Bolte, John H",""
GRT00048260,"Bolte, John H",""
GRT00048261,"Bolte, John H",""
GRT00048264,"Horwood, Chelsea Rae",""
GRT00048266,"Whitson, Bryan Alan",""
GRT00048267,"Bloir, Kirk Lester",""
GRT00048268,"Canas, Luis A",""
GRT00048269,"Harwig, Dennis Duane",""
GRT00048271,"Zakko, Jason",""
GRT00048272,"Daehn, Glenn Steven",""
GRT00048273,"Parvin, Jeffrey",""
GRT00048274,"Oberdick, John David",""
GRT00048277,"Bai, Xue-Feng",""
GRT00048279,"Houston, Derek",""
GRT00048284,"Abdel-Rasoul, Mahmoud H",""
GRT00048285,"Gurcan, Metin Nafi",""
GRT00048286,"Pickler, Rita Hundley",""
GRT00048287,"Dennis, Patricia Marie",""
GRT00048288,"Dayton, Elizabeth Ann",""
GRT00048289,"Polasik, Alison Kaye",""
GRT00048290,"Mundy-Bosse, Bethany Lynn",""
GRT00048291,"Mishra, Anjali",""
GRT00048292,"Clopper, Cynthia G",""
GRT00048293,"de Marneffe, Marie-Catherine Hedwige",""
GRT00048294,"Kim, DoGyoon",""
GRT00048298,"Nelson, Randy J",""
GRT00048299,"Sieck, Cynthia Judine",""
GRT00048303,"Mallery, Susan Regina",""
GRT00048304,"Levine, Robert Daigon",""
GRT00048305,"Fishel, Richard Allan",""
GRT00048306,"Wavreille, Vincent Alain",""
GRT00048308,"Fristad, Mary A",""
GRT00048314,"Vlasova, Anastasia Nickolaevna",""
GRT00048315,"Cristol, Dean Stuart",""
GRT00048316,"Chao, Theodore Peck-Li",""
GRT00048317,"Rovin, Brad Harris",""
GRT00048318,"Tschirhart, Mary",""
GRT00048320,"Elsner, Micha",""
GRT00048321,"Martinez, Glenn Andrew",""
GRT00048325,"Ertin, Emre",""
GRT00048326,"Marras, William Steven",""
GRT00048327,"Marras, William Steven",""
GRT00048328,"Zhang, Yinqian",""
GRT00048329,"Blanas, Spyridon",""
GRT00048330,"Wang, Yang",""
GRT00048331,"Zhang, Yinqian",""
GRT00048332,"Bayraksan, Guzin",""
GRT00048335,"Li, Fuhai",""
GRT00048338,"Roy, Sashwati",""
GRT00048339,"Chen, Chi-Chih",""
GRT00048341,"Ritter, Alan L",""
GRT00048343,"Ho, W.S. Winston",""
GRT00048346,"Kahraman, Ahmet",""
