Proposal ID,Investigator1,Investigator2
GRT00041145,"Morris, Hugh J","Doble, Nathan Paul"
GRT00041145,"Choi, Stacey S","Doble, Nathan Paul"
GRT00041147,"Zuo, Li","Best, Thomas M"
GRT00041147,"Zuo, Li","Diaz, Philip Tomas"
GRT00041147,"Best, Thomas M","Diaz, Philip Tomas"
GRT00041148,"Hade, Erinn Melissa","Fernandez, Soledad A"
GRT00041149,"Elgamal, Dalia Amr Mohamed Ibrahim","Byrd, John C"
GRT00041149,"Elgamal, Dalia Amr Mohamed Ibrahim","Lapalombella, Rosa"
GRT00041149,"Byrd, John C","Lapalombella, Rosa"
GRT00041151,"Bogner, Jennifer Ann","Corrigan, John D"
GRT00041153,"Jacob, Naduparambil K","Ballinger, Megan N"
GRT00041153,"Jacob, Naduparambil K","Bhatt, Nitin Yogendra"
GRT00041153,"Jacob, Naduparambil K","Chakravarti, Arnab"
GRT00041153,"Jacob, Naduparambil K","Davis, Ian C"
GRT00041153,"Ballinger, Megan N","Bhatt, Nitin Yogendra"
GRT00041153,"Ballinger, Megan N","Chakravarti, Arnab"
GRT00041153,"Ballinger, Megan N","Davis, Ian C"
GRT00041153,"Bhatt, Nitin Yogendra","Chakravarti, Arnab"
GRT00041153,"Bhatt, Nitin Yogendra","Davis, Ian C"
GRT00041153,"Chakravarti, Arnab","Davis, Ian C"
GRT00041160,"Julian, David A","Mahlman, Robert Alan"
GRT00041160,"Julian, David A","Ross, Melissa Camille"
GRT00041160,"Mahlman, Robert Alan","Ross, Melissa Camille"
GRT00041168,"Redinbaugh, Margaret G","Francis, David M"
GRT00041169,"Walton, Katherine","Edwards, Michael Charles"
GRT00041169,"Walton, Katherine","Lecavalier, Luc"
GRT00041169,"Edwards, Michael Charles","Lecavalier, Luc"
GRT00041170,"Lynch, Courtney Denning-Johnson","Hade, Erinn Melissa"
GRT00041171,"Ithurburn, Matthew Peter","Schmitt, Laura Clare"
GRT00041174,"Byron, Julie Kathleen","Daniels, Joshua Benjamin"
GRT00041177,"Askwith, Candice C.","DeVries, Anne Courtney"
GRT00041177,"Askwith, Candice C.","Zhou, Min"
GRT00041177,"DeVries, Anne Courtney","Zhou, Min"
GRT00041178,"Ray, Alo","Wilgus, Traci Ann"
GRT00041178,"Ray, Alo","Zhang, Xiaoli"
GRT00041178,"Wilgus, Traci Ann","Zhang, Xiaoli"
GRT00041179,"Ilangovan, Govindasamy","Samouilov, Alexandre"
GRT00041179,"Ilangovan, Govindasamy","Zweier, Jay Louis"
GRT00041179,"Samouilov, Alexandre","Zweier, Jay Louis"
GRT00041182,"Julian, David A","Mahlman, Robert Alan"
GRT00041182,"Julian, David A","Ross, Melissa Camille"
GRT00041182,"Mahlman, Robert Alan","Ross, Melissa Camille"
GRT00041186,"Jacob, Naduparambil K","Ballinger, Megan N"
GRT00041186,"Jacob, Naduparambil K","Bhatt, Nitin Yogendra"
GRT00041186,"Jacob, Naduparambil K","Chakravarti, Arnab"
GRT00041186,"Jacob, Naduparambil K","Croce, Carlo Maria"
GRT00041186,"Jacob, Naduparambil K","Davis, Ian C"
GRT00041186,"Jacob, Naduparambil K","Lu, Lanchun"
GRT00041186,"Jacob, Naduparambil K","Mo, Xiaokui"
GRT00041186,"Jacob, Naduparambil K","Welliver, Meng X"
GRT00041186,"Ballinger, Megan N","Bhatt, Nitin Yogendra"
GRT00041186,"Ballinger, Megan N","Chakravarti, Arnab"
GRT00041186,"Ballinger, Megan N","Croce, Carlo Maria"
GRT00041186,"Ballinger, Megan N","Davis, Ian C"
GRT00041186,"Ballinger, Megan N","Lu, Lanchun"
GRT00041186,"Ballinger, Megan N","Mo, Xiaokui"
GRT00041186,"Ballinger, Megan N","Welliver, Meng X"
GRT00041186,"Bhatt, Nitin Yogendra","Chakravarti, Arnab"
GRT00041186,"Bhatt, Nitin Yogendra","Croce, Carlo Maria"
GRT00041186,"Bhatt, Nitin Yogendra","Davis, Ian C"
GRT00041186,"Bhatt, Nitin Yogendra","Lu, Lanchun"
GRT00041186,"Bhatt, Nitin Yogendra","Mo, Xiaokui"
GRT00041186,"Bhatt, Nitin Yogendra","Welliver, Meng X"
GRT00041186,"Chakravarti, Arnab","Croce, Carlo Maria"
GRT00041186,"Chakravarti, Arnab","Davis, Ian C"
GRT00041186,"Chakravarti, Arnab","Lu, Lanchun"
GRT00041186,"Chakravarti, Arnab","Mo, Xiaokui"
GRT00041186,"Chakravarti, Arnab","Welliver, Meng X"
GRT00041186,"Croce, Carlo Maria","Davis, Ian C"
GRT00041186,"Croce, Carlo Maria","Lu, Lanchun"
GRT00041186,"Croce, Carlo Maria","Mo, Xiaokui"
GRT00041186,"Croce, Carlo Maria","Welliver, Meng X"
GRT00041186,"Davis, Ian C","Lu, Lanchun"
GRT00041186,"Davis, Ian C","Mo, Xiaokui"
GRT00041186,"Davis, Ian C","Welliver, Meng X"
GRT00041186,"Lu, Lanchun","Mo, Xiaokui"
GRT00041186,"Lu, Lanchun","Welliver, Meng X"
GRT00041186,"Mo, Xiaokui","Welliver, Meng X"
GRT00041189,"Zhang, Mingjun","Scharre, Douglas William"
GRT00041191,"Samouilov, Alexandre","Dhimitruka, Ilirian"
GRT00041192,"DiMauro, Louis Franklin","Agostini, Pierre"
GRT00041193,"Beacom, John Francis","Hirata, Christopher Michael"
GRT00041193,"Beacom, John Francis","Peter, Annika Hazel Gottliebe"
GRT00041193,"Beacom, John Francis","Thompson, Todd Alan"
GRT00041193,"Beacom, John Francis","Weinberg, David Hal"
GRT00041193,"Hirata, Christopher Michael","Peter, Annika Hazel Gottliebe"
GRT00041193,"Hirata, Christopher Michael","Thompson, Todd Alan"
GRT00041193,"Hirata, Christopher Michael","Weinberg, David Hal"
GRT00041193,"Peter, Annika Hazel Gottliebe","Thompson, Todd Alan"
GRT00041193,"Peter, Annika Hazel Gottliebe","Weinberg, David Hal"
GRT00041193,"Thompson, Todd Alan","Weinberg, David Hal"
GRT00041195,"Light, Mark D","Belczyk, Carolyn L"
GRT00041197,"Williams, Susan Shidal","Boehm, Michael Jon"
GRT00041198,"Lindsey, Alexander Joseph","Culman, Steven William"
GRT00041198,"Lindsey, Alexander Joseph","Haden, Van Ryan"
GRT00041198,"Lindsey, Alexander Joseph","Sulc, Reuben Mark"
GRT00041198,"Lindsey, Alexander Joseph","Sundermeier, Alan P"
GRT00041198,"Culman, Steven William","Haden, Van Ryan"
GRT00041198,"Culman, Steven William","Sulc, Reuben Mark"
GRT00041198,"Culman, Steven William","Sundermeier, Alan P"
GRT00041198,"Haden, Van Ryan","Sulc, Reuben Mark"
GRT00041198,"Haden, Van Ryan","Sundermeier, Alan P"
GRT00041198,"Sulc, Reuben Mark","Sundermeier, Alan P"
GRT00041206,"Roychowdhury, Sameek","Freud, Aharon G"
GRT00041206,"Roychowdhury, Sameek","Yu, Lianbo"
GRT00041206,"Freud, Aharon G","Yu, Lianbo"
GRT00041207,"Wang, Qianben","Clinton, Steven K."
GRT00041209,"Kurita, Takeshi","Blumenfeld, Michael Leonard"
GRT00041210,"Goodfellow, Paul Joseph","Ludwig, Thomas"
GRT00041210,"Goodfellow, Paul Joseph","Pilarski, Robert T"
GRT00041210,"Ludwig, Thomas","Pilarski, Robert T"
GRT00041211,"Flanigan, David C.","Kaeding, Christopher Carl"
GRT00041211,"Flanigan, David C.","Magnussen, Robert Andrew"
GRT00041211,"Kaeding, Christopher Carl","Magnussen, Robert Andrew"
GRT00041216,"Freud, Aharon G","Zhang, Xiaoli"
GRT00041217,"Wang, Yusu","Belkin, Mikhail"
GRT00041219,"Volakis, John Leonidas","Kiourti, Asimina"
GRT00041224,"Lee, Jin-Fa","Volakis, John Leonidas"
GRT00041225,"Cohen, Jeffrey Harris","Zotova, Natalia"
GRT00041230,"Ames, Nathan David","Daehn, Glenn Steven"
GRT00041230,"Ames, Nathan David","Hill, Edward W"
GRT00041230,"Daehn, Glenn Steven","Hill, Edward W"
GRT00041233,"Ilic, Sanja","Doohan, Douglas"
GRT00041233,"Ilic, Sanja","LeJeune, Jeffrey T."
GRT00041233,"Doohan, Douglas","LeJeune, Jeffrey T."
GRT00041235,"Lee, Chanhee","Dayton, Elizabeth Ann"
GRT00041240,"Hall, Lisa M","Koelling, Kurt William"
GRT00041243,"Wells, Michael B","Cebulla, Colleen Marie"
GRT00041243,"Wells, Michael B","Davidorf, Frederick H"
GRT00041243,"Wells, Michael B","Letson, Alan Douglas"
GRT00041243,"Wells, Michael B","Ohr, Matthew Paul"
GRT00041243,"Cebulla, Colleen Marie","Davidorf, Frederick H"
GRT00041243,"Cebulla, Colleen Marie","Letson, Alan Douglas"
GRT00041243,"Cebulla, Colleen Marie","Ohr, Matthew Paul"
GRT00041243,"Davidorf, Frederick H","Letson, Alan Douglas"
GRT00041243,"Davidorf, Frederick H","Ohr, Matthew Paul"
GRT00041243,"Letson, Alan Douglas","Ohr, Matthew Paul"
GRT00041249,"Soghrati, Soheil","Castro, Jose M"
GRT00041250,"Thung, Stephen F","Devor, Steven Thomas"
GRT00041251,"Persch, Andrew Charles","Izzo, Margaretha Vreeburg"
GRT00041253,"Hade, Erinn Melissa","Fernandez, Soledad A"
GRT00041254,"Yount, Jacob","Davis, Ian C"
GRT00041254,"Yount, Jacob","Leone, Gustavo W."
GRT00041254,"Davis, Ian C","Leone, Gustavo W."
GRT00041257,"Teixeira, Fernando L.","Burkholder, Robert James"
GRT00041258,"Baker, Christopher J","Smith, Graeme"
GRT00041261,"Akbar, Sheikh Ali","Morris, Patricia A"
GRT00041263,"Hwang, Jinwoo","Wang, Yunzhi"
GRT00041264,"Olivo-Marston, Susan Elizabeth","Clinton, Steven K."
GRT00041266,"Ferketich, Amy Kathleen","Breitborde, Nicholas"
GRT00041266,"Ferketich, Amy Kathleen","Lu, Bo"
GRT00041266,"Breitborde, Nicholas","Lu, Bo"
GRT00041268,"Sioshansi, Ramteen Mehr","Conejo Navarro, Antonio Jesus"
GRT00041270,"Wilgus, Traci Ann","Satoskar, Abhay R."
GRT00041271,"Ma, Jianjie","Lin, Pei-Hui"
GRT00041272,"Otero, Jose Javier","Czeisler, Catherine"
GRT00041273,"Wilgus, Traci Ann","Freitas, Michael Alan"
GRT00041274,"Amer, Amal","Palmer, Andre Francis"
GRT00041282,"Torrelles, Jordi B.","Turner, Joanne"
GRT00041283,"Followell, Timothy B","Bean, Canise Yvette"
GRT00041283,"Followell, Timothy B","Casamassimo, Paul Steven"
GRT00041283,"Bean, Canise Yvette","Casamassimo, Paul Steven"
GRT00041286,"Eryilmaz, Atilla","Elgamal, Hesham M."
GRT00041291,"Gupta, Jay A","Chowdhury, Enam Ahmed"
GRT00041292,"Gan, Kock Kiam","Kagan, Harris P"
GRT00041292,"Gan, Kock Kiam","Kass, Richard David"
GRT00041292,"Kagan, Harris P","Kass, Richard David"
GRT00041296,"Wani, Altaf Ahmad","Wang, Qi-En"
GRT00041299,"Wani, Altaf Ahmad","Zhu, Qianzheng"
GRT00041301,"Funderburg, Nicholas T","Bannerman, Tammy Lynn"
GRT00041301,"Funderburg, Nicholas T","Mantini, Jessica M"
GRT00041301,"Bannerman, Tammy Lynn","Mantini, Jessica M"
GRT00041306,"Roberts, Cynthia Jane","Fleming, Gloria"
GRT00041306,"Roberts, Cynthia Jane","Small, Robert Harold"
GRT00041306,"Fleming, Gloria","Small, Robert Harold"
GRT00041307,"Kahraman, Ahmet","Talbot, David C."
GRT00041312,"Durand, Michael Thomas","Sullivan, Mazeika"
GRT00041315,"Thompson, Lonnie Gene","Beaudon, Emilie Germaine"
GRT00041316,"Logan, Jessica Ann","Justice, Laura M"
GRT00041316,"Logan, Jessica Ann","Purtell, Kelly Marie"
GRT00041316,"Justice, Laura M","Purtell, Kelly Marie"
GRT00041319,"Koletar, Susan Lynn","Davis, John Anthony"
GRT00041319,"Koletar, Susan Lynn","Para, Michael Francis"
GRT00041319,"Davis, John Anthony","Para, Michael Francis"
GRT00041320,"Lavender, Steven A","Sommerich, Carolyn Marie"
GRT00041323,"Rizzoni, Giorgio","Ahmed, Qadeer"
GRT00041324,"Alevriadou, Barbara Rita","Lee, Robert J."
GRT00041324,"Alevriadou, Barbara Rita","Zweier, Jay Louis"
GRT00041324,"Lee, Robert J.","Zweier, Jay Louis"
GRT00041326,"Wood, Jackie Dale","Foust, Kevin D."
GRT00041326,"Wood, Jackie Dale","Wang, Guo-Du"
GRT00041326,"Foust, Kevin D.","Wang, Guo-Du"
GRT00041327,"Christman, John William","Davis, Ian C"
GRT00041327,"Christman, John William","Xia, Fen"
GRT00041327,"Davis, Ian C","Xia, Fen"
GRT00041329,"Shum, Che-Kwan","Chen, Joyce J"
GRT00041329,"Shum, Che-Kwan","Guo, Junyi"
GRT00041329,"Shum, Che-Kwan","Jenkins, J Craig Craig"
GRT00041329,"Shum, Che-Kwan","Liu, Ganming"
GRT00041329,"Shum, Che-Kwan","Shang, Kun"
GRT00041329,"Chen, Joyce J","Guo, Junyi"
GRT00041329,"Chen, Joyce J","Jenkins, J Craig Craig"
GRT00041329,"Chen, Joyce J","Liu, Ganming"
GRT00041329,"Chen, Joyce J","Shang, Kun"
GRT00041329,"Guo, Junyi","Jenkins, J Craig Craig"
GRT00041329,"Guo, Junyi","Liu, Ganming"
GRT00041329,"Guo, Junyi","Shang, Kun"
GRT00041329,"Jenkins, J Craig Craig","Liu, Ganming"
GRT00041329,"Jenkins, J Craig Craig","Shang, Kun"
GRT00041329,"Liu, Ganming","Shang, Kun"
GRT00041340,"Hofmeister, Craig C","Benson, Don Michael"
GRT00041340,"Hofmeister, Craig C","Fernandez, Soledad A"
GRT00041340,"Hofmeister, Craig C","Hade, Erinn Melissa"
GRT00041340,"Hofmeister, Craig C","Kaur, Balveen"
GRT00041340,"Hofmeister, Craig C","Pichiorri, Flavia"
GRT00041340,"Benson, Don Michael","Fernandez, Soledad A"
GRT00041340,"Benson, Don Michael","Hade, Erinn Melissa"
GRT00041340,"Benson, Don Michael","Kaur, Balveen"
GRT00041340,"Benson, Don Michael","Pichiorri, Flavia"
GRT00041340,"Fernandez, Soledad A","Hade, Erinn Melissa"
GRT00041340,"Fernandez, Soledad A","Kaur, Balveen"
GRT00041340,"Fernandez, Soledad A","Pichiorri, Flavia"
GRT00041340,"Hade, Erinn Melissa","Kaur, Balveen"
GRT00041340,"Hade, Erinn Melissa","Pichiorri, Flavia"
GRT00041340,"Kaur, Balveen","Pichiorri, Flavia"
GRT00041341,"Pichiorri, Flavia","Fernandez, Soledad A"
GRT00041341,"Pichiorri, Flavia","Hade, Erinn Melissa"
GRT00041341,"Pichiorri, Flavia","Hofmeister, Craig C"
GRT00041341,"Pichiorri, Flavia","Phelps, A Mitchell"
GRT00041341,"Fernandez, Soledad A","Hade, Erinn Melissa"
GRT00041341,"Fernandez, Soledad A","Hofmeister, Craig C"
GRT00041341,"Fernandez, Soledad A","Phelps, A Mitchell"
GRT00041341,"Hade, Erinn Melissa","Hofmeister, Craig C"
GRT00041341,"Hade, Erinn Melissa","Phelps, A Mitchell"
GRT00041341,"Hofmeister, Craig C","Phelps, A Mitchell"
GRT00041344,"Barker, Joel Daniel","Wilkins, Michael James"
GRT00041345,"Cervenec, Jason M","Wilson, Aaron Benjamin"
GRT00041347,"Saif, Linda Jean","Gourapura, Renukaradhya Jayamurthy"
GRT00041347,"Saif, Linda Jean","Rajashekara, Gireesh"
GRT00041347,"Saif, Linda Jean","Vlasova, Anastasia Nickolaevna"
GRT00041347,"Gourapura, Renukaradhya Jayamurthy","Rajashekara, Gireesh"
GRT00041347,"Gourapura, Renukaradhya Jayamurthy","Vlasova, Anastasia Nickolaevna"
GRT00041347,"Rajashekara, Gireesh","Vlasova, Anastasia Nickolaevna"
GRT00041352,"Spees, Colleen Kelleher","Kleinhenz, Matthew D"
GRT00041353,"Zhang, Jian","Mo, Xiaokui"
GRT00041353,"Zhang, Jian","Rajaram, Murugesan"
GRT00041353,"Mo, Xiaokui","Rajaram, Murugesan"
GRT00041354,"Christian, Lisa Michelle","Belury, Martha"
GRT00041355,"Balada-Llasat, Joan-Miquel","Torrelles, Jordi B."
GRT00041355,"Balada-Llasat, Joan-Miquel","Wang, Shu-Hua"
GRT00041355,"Torrelles, Jordi B.","Wang, Shu-Hua"
GRT00041357,"Basso, D Michele","McTigue, Dana Marie"
GRT00041357,"Basso, D Michele","Schmalbrock, Petra M F"
GRT00041357,"Basso, D Michele","White, Susan Elizabeth"
GRT00041357,"Basso, D Michele","Worthen-Chaudhari, Lise C."
GRT00041357,"McTigue, Dana Marie","Schmalbrock, Petra M F"
GRT00041357,"McTigue, Dana Marie","White, Susan Elizabeth"
GRT00041357,"McTigue, Dana Marie","Worthen-Chaudhari, Lise C."
GRT00041357,"Schmalbrock, Petra M F","White, Susan Elizabeth"
GRT00041357,"Schmalbrock, Petra M F","Worthen-Chaudhari, Lise C."
GRT00041357,"White, Susan Elizabeth","Worthen-Chaudhari, Lise C."
GRT00041358,"Catalyurek, Umit V.","Agrawal, Gagan"
GRT00041358,"Catalyurek, Umit V.","Fernandez, Soledad A"
GRT00041358,"Catalyurek, Umit V.","Payne, Philip"
GRT00041358,"Agrawal, Gagan","Fernandez, Soledad A"
GRT00041358,"Agrawal, Gagan","Payne, Philip"
GRT00041358,"Fernandez, Soledad A","Payne, Philip"
GRT00041360,"Mohler, Peter John","Hund, Thomas J"
GRT00041373,"Ramnath, Rajiv","Agrawal, Gagan"
GRT00041375,"Tatakis, Dimitris Nikolaos","Chien, Hua-Hong Ben"
GRT00041376,"Dungan, Kathleen Marie","Chipps, Esther Maria"
GRT00041376,"Dungan, Kathleen Marie","Lai, Albert M"
GRT00041376,"Dungan, Kathleen Marie","Murphy, Claire"
GRT00041376,"Dungan, Kathleen Marie","Shoben, Abigail Blackburn"
GRT00041376,"Dungan, Kathleen Marie","Yen, Po-Yin"
GRT00041376,"Chipps, Esther Maria","Lai, Albert M"
GRT00041376,"Chipps, Esther Maria","Murphy, Claire"
GRT00041376,"Chipps, Esther Maria","Shoben, Abigail Blackburn"
GRT00041376,"Chipps, Esther Maria","Yen, Po-Yin"
GRT00041376,"Lai, Albert M","Murphy, Claire"
GRT00041376,"Lai, Albert M","Shoben, Abigail Blackburn"
GRT00041376,"Lai, Albert M","Yen, Po-Yin"
GRT00041376,"Murphy, Claire","Shoben, Abigail Blackburn"
GRT00041376,"Murphy, Claire","Yen, Po-Yin"
GRT00041376,"Shoben, Abigail Blackburn","Yen, Po-Yin"
GRT00041377,"Foust, Kevin D.","Askwith, Candice C."
GRT00041377,"Foust, Kevin D.","Lerch, Jessica K."
GRT00041377,"Foust, Kevin D.","Weil, Zachary M"
GRT00041377,"Askwith, Candice C.","Lerch, Jessica K."
GRT00041377,"Askwith, Candice C.","Weil, Zachary M"
GRT00041377,"Lerch, Jessica K.","Weil, Zachary M"
GRT00041379,"Gu, Chen","Zhao, Yi"
GRT00041380,"Ilangovan, Govindasamy","Liu, Zhenguo"
GRT00041380,"Ilangovan, Govindasamy","Samouilov, Alexandre"
GRT00041380,"Ilangovan, Govindasamy","Zweier, Jay Louis"
GRT00041380,"Liu, Zhenguo","Samouilov, Alexandre"
GRT00041380,"Liu, Zhenguo","Zweier, Jay Louis"
GRT00041380,"Samouilov, Alexandre","Zweier, Jay Louis"
GRT00041382,"Janssen, Paul M","Biesiadecki, Brandon J."
GRT00041382,"Janssen, Paul M","Davis, Jonathan Paul"
GRT00041382,"Janssen, Paul M","Pei, Dehua"
GRT00041382,"Janssen, Paul M","Ziolo, Mark T"
GRT00041382,"Biesiadecki, Brandon J.","Davis, Jonathan Paul"
GRT00041382,"Biesiadecki, Brandon J.","Pei, Dehua"
GRT00041382,"Biesiadecki, Brandon J.","Ziolo, Mark T"
GRT00041382,"Davis, Jonathan Paul","Pei, Dehua"
GRT00041382,"Davis, Jonathan Paul","Ziolo, Mark T"
GRT00041382,"Pei, Dehua","Ziolo, Mark T"
GRT00041385,"Hu, Zhiwei","Carson, William Edgar"
GRT00041386,"Palmieri, Dario","Tweedle, Michael Frank"
GRT00041387,"Zhang, Jian","Lovett-Racke, Amy Elizabeth"
GRT00041387,"Zhang, Jian","Racke, Michael Karl"
GRT00041387,"Lovett-Racke, Amy Elizabeth","Racke, Michael Karl"
GRT00041388,"Guerau, Mireia","Baiocchi, Robert A"
GRT00041388,"Guerau, Mireia","Han, Renzhi"
GRT00041388,"Baiocchi, Robert A","Han, Renzhi"
GRT00041389,"Travers, Susan Plock","Travers, Joseph Ben"
GRT00041391,"Basu, Sujit","Das, Hiranmoy"
GRT00041392,"Belury, Martha","Andridge, Rebecca Roberts"
GRT00041392,"Belury, Martha","Lustberg, Maryam Beheshti"
GRT00041392,"Belury, Martha","Raman, Subha Venkat"
GRT00041392,"Andridge, Rebecca Roberts","Lustberg, Maryam Beheshti"
GRT00041392,"Andridge, Rebecca Roberts","Raman, Subha Venkat"
GRT00041392,"Lustberg, Maryam Beheshti","Raman, Subha Venkat"
GRT00041404,"Parquette, Jonathan Robert","Tabita, Fred Robert"
GRT00041414,"Johnson, Jennifer Anne","Pinsonneault, Marc Howard"
GRT00041421,"Sarkar, Chandrani","Basu, Sujit"
GRT00041421,"Sarkar, Chandrani","Frankel, Wendy L"
GRT00041421,"Sarkar, Chandrani","Ganju, Ramesh"
GRT00041421,"Sarkar, Chandrani","La Perle, Krista Marie Dubray"
GRT00041421,"Basu, Sujit","Frankel, Wendy L"
GRT00041421,"Basu, Sujit","Ganju, Ramesh"
GRT00041421,"Basu, Sujit","La Perle, Krista Marie Dubray"
GRT00041421,"Frankel, Wendy L","Ganju, Ramesh"
GRT00041421,"Frankel, Wendy L","La Perle, Krista Marie Dubray"
GRT00041421,"Ganju, Ramesh","La Perle, Krista Marie Dubray"
GRT00041424,"Otero, Jose Javier","Czeisler, Catherine"
GRT00041424,"Otero, Jose Javier","Gallego Perez, Daniel"
GRT00041424,"Czeisler, Catherine","Gallego Perez, Daniel"
GRT00041427,"Tabita, Fred Robert","Wrighton, Kelly Catherine"
GRT00041429,"Heathcock, Jill Cathleen","Pan, Xueliang"
GRT00041430,"Ganju, Ramesh","Carbone, David Paul"
GRT00041430,"Ganju, Ramesh","Ghoshal, Kalpana"
GRT00041430,"Ganju, Ramesh","Lee, L James"
GRT00041430,"Ganju, Ramesh","Shilo, Konstantin"
GRT00041430,"Ganju, Ramesh","Zhang, Xiaoli"
GRT00041430,"Carbone, David Paul","Ghoshal, Kalpana"
GRT00041430,"Carbone, David Paul","Lee, L James"
GRT00041430,"Carbone, David Paul","Shilo, Konstantin"
GRT00041430,"Carbone, David Paul","Zhang, Xiaoli"
GRT00041430,"Ghoshal, Kalpana","Lee, L James"
GRT00041430,"Ghoshal, Kalpana","Shilo, Konstantin"
GRT00041430,"Ghoshal, Kalpana","Zhang, Xiaoli"
GRT00041430,"Lee, L James","Shilo, Konstantin"
GRT00041430,"Lee, L James","Zhang, Xiaoli"
GRT00041430,"Shilo, Konstantin","Zhang, Xiaoli"
GRT00041431,"Kaumaya, Pravin T P","Bekaii-Saab, Tanios"
GRT00041431,"Kaumaya, Pravin T P","Wei, Lai"
GRT00041431,"Bekaii-Saab, Tanios","Wei, Lai"
GRT00041432,"Basu, Sujit","Frankel, Wendy L"
GRT00041432,"Basu, Sujit","La Perle, Krista Marie Dubray"
GRT00041432,"Basu, Sujit","Pancholi, Vijay"
GRT00041432,"Frankel, Wendy L","La Perle, Krista Marie Dubray"
GRT00041432,"Frankel, Wendy L","Pancholi, Vijay"
GRT00041432,"La Perle, Krista Marie Dubray","Pancholi, Vijay"
GRT00041433,"Puduvalli, Vinay K","Giglio, Pierre"
GRT00041434,"Huebner, Frances Kay","Croce, Carlo Maria"
GRT00041434,"Huebner, Frances Kay","Fernandez, Soledad A"
GRT00041434,"Huebner, Frances Kay","Frankel, Wendy L"
GRT00041434,"Huebner, Frances Kay","Schoenfield, Lynn R"
GRT00041434,"Croce, Carlo Maria","Fernandez, Soledad A"
GRT00041434,"Croce, Carlo Maria","Frankel, Wendy L"
GRT00041434,"Croce, Carlo Maria","Schoenfield, Lynn R"
GRT00041434,"Fernandez, Soledad A","Frankel, Wendy L"
GRT00041434,"Fernandez, Soledad A","Schoenfield, Lynn R"
GRT00041434,"Frankel, Wendy L","Schoenfield, Lynn R"
GRT00041435,"Puduvalli, Vinay K","Beattie, Christine E"
GRT00041435,"Puduvalli, Vinay K","Elder, James Bradley"
GRT00041435,"Puduvalli, Vinay K","Gurcan, Metin Nafi"
GRT00041435,"Puduvalli, Vinay K","Otero, Jose Javier"
GRT00041435,"Puduvalli, Vinay K","Shoben, Abigail Blackburn"
GRT00041435,"Puduvalli, Vinay K","Winter, Jessica Odelia"
GRT00041435,"Beattie, Christine E","Elder, James Bradley"
GRT00041435,"Beattie, Christine E","Gurcan, Metin Nafi"
GRT00041435,"Beattie, Christine E","Otero, Jose Javier"
GRT00041435,"Beattie, Christine E","Shoben, Abigail Blackburn"
GRT00041435,"Beattie, Christine E","Winter, Jessica Odelia"
GRT00041435,"Elder, James Bradley","Gurcan, Metin Nafi"
GRT00041435,"Elder, James Bradley","Otero, Jose Javier"
GRT00041435,"Elder, James Bradley","Shoben, Abigail Blackburn"
GRT00041435,"Elder, James Bradley","Winter, Jessica Odelia"
GRT00041435,"Gurcan, Metin Nafi","Otero, Jose Javier"
GRT00041435,"Gurcan, Metin Nafi","Shoben, Abigail Blackburn"
GRT00041435,"Gurcan, Metin Nafi","Winter, Jessica Odelia"
GRT00041435,"Otero, Jose Javier","Shoben, Abigail Blackburn"
GRT00041435,"Otero, Jose Javier","Winter, Jessica Odelia"
GRT00041435,"Shoben, Abigail Blackburn","Winter, Jessica Odelia"
GRT00041436,"Kumar, Pawan","Pan, Quintin"
GRT00041436,"Kumar, Pawan","Swanson, Benjamin Jack"
GRT00041436,"Kumar, Pawan","Teknos, Theodoros N"
GRT00041436,"Pan, Quintin","Swanson, Benjamin Jack"
GRT00041436,"Pan, Quintin","Teknos, Theodoros N"
GRT00041436,"Swanson, Benjamin Jack","Teknos, Theodoros N"
GRT00041437,"Long, Meixiao","Byrd, John C"
GRT00041437,"Long, Meixiao","Muthusamy, Natarajan"
GRT00041437,"Byrd, John C","Muthusamy, Natarajan"
GRT00041444,"Greenbaum, Robert Theodore","Agunga, Robert A"
GRT00041444,"Greenbaum, Robert Theodore","Gottlieb, Esther Erica"
GRT00041444,"Agunga, Robert A","Gottlieb, Esther Erica"
GRT00041445,"Winslow, Christopher J","Bohrer, Gil"
GRT00041447,"Ozkan, Umit S","Asthagiri, Aravind Rajappa"
GRT00041447,"Ozkan, Umit S","Co, Anne"
GRT00041447,"Asthagiri, Aravind Rajappa","Co, Anne"
GRT00041449,"Peters, Heather Tanksley","Page, Stephen John"
GRT00041453,"Huebner, Frances Kay","Bundschuh, Ralf Andreas"
GRT00041453,"Huebner, Frances Kay","Schoenberg, Daniel Robert"
GRT00041453,"Bundschuh, Ralf Andreas","Schoenberg, Daniel Robert"
GRT00041456,"Christian, Lisa Michelle","Belury, Martha"
GRT00041456,"Christian, Lisa Michelle","Fristad, Mary A"
GRT00041456,"Christian, Lisa Michelle","Nelson, Randy J"
GRT00041456,"Belury, Martha","Fristad, Mary A"
GRT00041456,"Belury, Martha","Nelson, Randy J"
GRT00041456,"Fristad, Mary A","Nelson, Randy J"
GRT00041457,"Arora, Anish Kumar","Athreya, Kannan Srinivasan"
GRT00041457,"Arora, Anish Kumar","Bond, Michael David"
GRT00041457,"Athreya, Kannan Srinivasan","Bond, Michael David"
GRT00041462,"Chisholm, Malcolm H","Gustafson, Terry Lee"
GRT00041467,"Symer, David E","Akagi, Keiko"
GRT00041467,"Symer, David E","Li, Jingfeng"
GRT00041467,"Akagi, Keiko","Li, Jingfeng"
