Award_AuthID,Prop_AuthID,Sal_ID
2006,2832,
2010,2838,
2018,2852,
2019,2853,
2022,2856,
2023,2858,
2027,2865,
2031,2871,
2038,2880,
2046,2888,
2050,2892,
2051,2893,
2052,2896,
2055,2899,
2058,2904,
2059,2905,
2073,2927,
2075,2930,
2082,2939,
2091,2949,
2094,2953,
2096,2956,
2097,2958,
2100,2967,
2108,2975,
2110,2978,
2112,2981,
2113,2982,
2116,2988,
2123,3001,
2132,3016,
2133,3017,
2139,3025,
2145,3035,
2148,3038,
2149,3040,
2150,3041,
2157,3051,
2158,3053,
2159,3054,
2160,3054,
2161,3055,
2169,3068,
2175,3077,
2184,3092,
2187,3095,
2188,3097,
2189,3097,
2190,3129,
2200,3114,
2202,3118,
2207,3125,
2208,3126,
2213,3133,
2227,3149,
2229,3153,
2234,3162,
2238,3174,
2239,3178,
2241,3182,
2248,3189,
2249,3190,
2250,3191,
2253,3194,
2262,3206,
2268,3217,
2271,3221,
2280,3235,
2281,3236,
2284,3240,
2295,3255,
2299,3260,
2304,3266,
2309,3275,
2312,3281,
2313,3282,
2317,3287,
2318,3288,
2321,3292,
2325,3299,
2327,3301,
2334,3311,
2336,3315,
2338,3318,
2339,3320,
2344,3331,
2345,3333,
2347,3336,
2349,3340,
2354,3345,
2364,3358,
2371,3370,
2372,3371,
2373,3372,
2374,3373,
2379,3380,
2383,3387,
2386,3389,
2387,2632,
2395,3398,
2396,3402,
2401,3413,
2405,3426,
2406,3427,
2408,3430,
2412,3439,
2413,3439,
2417,3444,
2419,3446,
2432,3466,
2433,3468,
2446,3486,
2464,3511,
2471,3521,
2473,3522,
2476,3526,
2480,3530,
2489,3545,
2491,3550,
2498,3559,
2499,3561,
2501,3565,
2509,3575,
2510,3576,
2515,3582,
2516,3585,
2518,3587,
2531,3601,
2532,3602,
2533,3603,
2552,3628,
2560,3638,
2565,3646,
2571,3657,
2573,3661,
2574,3663,
2575,3665,
2576,3666,
2578,3669,
2579,3671,
2581,3673,
2583,3675,
2585,3679,
2590,3685,
2592,3690,
2593,3691,
2596,3694,
2597,3695,
2602,3703,
2604,3707,
2605,3708,
2607,3711,
2611,3715,
2620,3730,
2621,3731,
2622,3732,
2624,3734,
2634,3750,
2636,3753,
2637,3754,
2646,3765,
2647,3766,
2649,3768,
2650,3769,
2652,3771,
2653,3773,
2656,3777,
2659,3781,
2663,3785,
2665,3787,
2666,3788,
2671,3794,
2676,3800,
2682,3810,
2684,3813,
2685,3814,
2687,3818,
2689,3822,
2690,3823,
2691,3825,
2697,3837,
2704,3847,
2706,3849,
2708,3852,
2709,3853,
2717,3865,
2718,3866,
2725,3874,
2726,3875,
2727,3876,
2731,3881,
2739,3891,
2741,3893,
2743,3895,
2746,3898,
2749,3902,
2750,3903,
2755,3908,
2759,3912,
2773,3935,
2777,3943,
2779,3948,
2782,3951,
2783,3956,
2787,3961,
2797,3975,
2799,3977,
2800,3978,
2807,3988,
2813,3996,
2814,3997,
2824,4010,
2826,4012,
2829,4015,
2830,4016,
2831,4017,
2835,4021,
2844,4031,
2850,4042,
2851,4044,
2861,4060,
2862,4062,
2863,4064,
2868,4072,
2870,4075,
2873,4080,
2874,4081,
2875,4082,
2877,4086,
2878,4087,
2885,4099,
2888,4103,
2889,4104,
2890,4106,
2891,4107,
2892,4108,
2895,4112,
2904,4124,
2905,4127,
2914,4142,
2915,4144,
2918,4147,
2922,4151,
2926,4155,
2929,4160,
2930,4161,
2931,4162,
2932,4164,
2934,4166,
2937,4169,
2944,4177,
2946,4180,
2948,4184,
2950,4186,
2958,4197,
2962,4207,
2964,4210,
2966,4214,
2968,4218,
2975,4229,
2976,4230,
2977,4231,
2999,4258,
3000,4260,
3004,4266,
3005,4268,
3007,4273,
3010,4276,
3011,4277,
3021,4291,
3023,4293,
3027,4304,
3031,4313,
3032,4314,
3033,4315,
3035,4320,
3037,4322,
3038,4323,
3039,4324,
3047,4337,
3049,4341,
3058,4359,
3064,4367,
3085,4390,
3086,4390,
3087,4391,
3089,4394,
3091,4396,
3098,4403,
3099,4404,
3106,4413,
3108,4416,
3112,4422,
3113,4423,
3124,4435,
3131,4442,
3132,4443,
3134,4445,
3149,4466,
3150,4467,
3159,4482,
3162,4485,
3163,4486,
3171,4498,
3178,4511,
3180,4513,
3183,4516,
3187,4522,
3191,4529,
3196,4538,
3197,4539,
3204,4555,
3205,4556,
3208,4559,
3209,4560,
3210,4561,
3216,4570,
3218,4572,
3229,4587,
3230,4588,
3233,4592,
3235,4594,
3236,4595,
3241,4601,
3246,4610,
3248,4612,
3249,4613,
3250,4614,
3251,4615,
3252,4616,
3253,4617,
3257,4623,
3259,4626,
3262,4631,
3263,4633,
3265,3704,
3269,4642,
3278,4651,
3279,4652,
3283,4657,
3290,4669,
3291,4670,
3298,4678,
3299,4679,
3305,4686,
3312,4696,
3313,4697,
3316,4703,
3317,4704,
3318,4706,
3327,4720,
3331,4724,
3334,4728,
3338,4734,
3348,4751,
3349,4753,
3355,4765,
3357,4767,
3358,4769,
3361,4774,
3366,4782,
3368,4785,
3370,4790,
3376,4798,
3379,4803,
3384,4810,
3389,4817,
3394,4822,
3396,4825,
3401,4831,
3402,4831,
3413,4845,
3415,4847,
3417,4849,
3418,4850,
3419,4851,
3432,4864,
3439,4879,
3442,4885,
3446,4889,
3449,4894,
3450,4895,
3457,4908,
3460,4912,
3463,4919,
3466,4924,
3472,4933,
3478,4941,
3482,4948,
3483,4952,
3485,4954,
3490,4959,
3491,4961,
3492,4964,
3497,4972,
3504,4979,
3512,4990,
3518,5000,
3519,5002,
3521,5005,
3528,5017,
3529,5017,
3530,5019,
3537,5025,
3538,5027,
3545,5036,
3547,5038,
3548,5039,
3549,5040,
3550,5042,
3553,5046,
3556,5049,
3557,5049,
3561,5054,
3563,5056,
3575,5076,
3576,5077,
3594,5101,
3596,5103,
3600,5107,
3601,5108,
3614,5125,
3615,5126,
3616,5127,
3617,5128,
3618,5129,
3620,5132,
3624,5138,
3629,5144,
3637,5155,
3639,5157,
3642,5160,
3646,5166,
3651,5172,
3652,5174,
3659,5183,
3662,5188,
3663,5191,
3666,5197,
3667,5198,
3668,5199,
3669,5200,
3671,5202,
3676,5207,
3683,5219,
3684,5221,
3687,5226,
3694,5238,
3702,5254,
3703,5258,
3707,5264,
3708,5269,
3710,5270,
3711,5271,
3713,5274,
3718,5279,
3719,5280,
3731,5298,
3736,5304,
3742,5313,
3746,5317,
3762,5342,
3764,5345,
3770,5355,
3772,5358,
54,,
72,,
79,,
135,,
219,,
252,,
306,,
322,,
323,,
366,,
367,,
373,,
414,,
417,,
439,,
449,,
537,,
550,,
551,,
576,,
584,,
612,,
658,,
690,,
792,,
833,,
870,,
947,,
952,,
990,,
1025,,
1033,,
1066,,
1094,,
1123,,
1148,,
1239,,
1313,,
1320,,
1336,,
1363,,
1386,,
1390,,
1402,,
1408,,
1514,,
1550,,
1573,,
1596,,
1603,,
1652,,
1656,,
1697,,
1789,,
1801,,
1810,,
1867,,
1881,,
1962,,
1995,,
2008,,
2034,,
2036,,
2040,,
2085,,
2122,,
2138,,
2146,,
2165,,
2199,,
2245,,
2273,,
2290,,
2296,,
2307,,
2328,,
2331,,
2356,,
2385,,
2394,,
2436,,
2454,,
2472,,
2478,,
2483,,
2496,,
2508,,
2657,,
2744,,
2752,,
2758,,
2760,,
2839,,
2955,,
2979,,
2985,,
2993,,
3071,,
3093,,
3123,,
3181,,
3201,,
3224,,
3238,,
3256,,
3320,,
3390,,
3397,,
3398,,
3531,,
3554,,
3580,,
3638,,
3709,,
,5,
,6,
,12,
,14,
,15,
,22,
,23,
,26,
,28,
,29,
,34,
,45,
,54,
,56,
,60,
,64,
,65,
,72,
,73,
,75,
,77,
,78,
,86,
,88,
,91,
,99,
,101,
,104,
,105,
,106,
,107,
,109,
,113,
,120,
,121,
,125,
,129,
,132,
,146,
,148,
,149,
,154,
,159,
,161,
,162,
,172,
,175,
,181,
,186,
,187,
,192,
,198,
,202,
,204,
,205,
,208,
,216,
,222,
,230,
,239,
,241,
,249,
,254,
,256,
,259,
,263,
,268,
,270,
,275,
,278,
,279,
,290,
,291,
,295,
,296,
,299,
,305,
,309,
,313,
,315,
,325,
,341,
,345,
,366,
,368,
,371,
,376,
,377,
,379,
,384,
,392,
,397,
,407,
,417,
,423,
,428,
,430,
,436,
,445,
,449,
,451,
,461,
,463,
,467,
,473,
,477,
,478,
,480,
,485,
,493,
,505,
,507,
,510,
,518,
,524,
,525,
,526,
,536,
,538,
,542,
,547,
,548,
,555,
,564,
,588,
,589,
,600,
,613,
,614,
,619,
,620,
,621,
,625,
,635,
,639,
,647,
,653,
,654,
,658,
,664,
,665,
,672,
,673,
,680,
,695,
,697,
,700,
,702,
,707,
,710,
,712,
,719,
,723,
,726,
,732,
,734,
,741,
,744,
,748,
,755,
,758,
,764,
,767,
,768,
,784,
,786,
,787,
,789,
,791,
,795,
,798,
,806,
,810,
,812,
,814,
,826,
,827,
,828,
,830,
,835,
,838,
,840,
,844,
,845,
,851,
,857,
,860,
,861,
,865,
,866,
,868,
,871,
,874,
,880,
,883,
,890,
,891,
,900,
,917,
,918,
,922,
,927,
,932,
,943,
,949,
,960,
,961,
,963,
,967,
,988,
,995,
,997,
,1000,
,1002,
,1004,
,1008,
,1023,
,1029,
,1030,
,1031,
,1035,
,1036,
,1037,
,1038,
,1039,
,1041,
,1064,
,1079,
,1085,
,1086,
,1089,
,1092,
,1094,
,1107,
,1120,
,1123,
,1125,
,1128,
,1129,
,1131,
,1133,
,1135,
,1138,
,1140,
,1143,
,1145,
,1147,
,1160,
,1163,
,1164,
,1169,
,1172,
,1176,
,1177,
,1180,
,1181,
,1184,
,1188,
,1190,
,1195,
,1196,
,1197,
,1205,
,1207,
,1209,
,1210,
,1214,
,1215,
,1218,
,1221,
,1224,
,1236,
,1247,
,1260,
,1261,
,1263,
,1267,
,1270,
,1281,
,1285,
,1291,
,1293,
,1295,
,1305,
,1310,
,1313,
,1314,
,1320,
,1324,
,1329,
,1331,
,1332,
,1335,
,1337,
,1339,
,1353,
,1379,
,1380,
,1397,
,1404,
,1409,
,1411,
,1414,
,1427,
,1429,
,1437,
,1438,
,1445,
,1448,
,1449,
,1463,
,1471,
,1482,
,1492,
,1496,
,1497,
,1506,
,1519,
,1528,
,1533,
,1536,
,1538,
,1543,
,1544,
,1550,
,1557,
,1560,
,1573,
,1574,
,1575,
,1577,
,1580,
,1584,
,1595,
,1612,
,1623,
,1635,
,1637,
,1651,
,1659,
,1660,
,1662,
,1664,
,1666,
,1674,
,1683,
,1696,
,1697,
,1702,
,1703,
,1711,
,1724,
,1727,
,1735,
,1739,
,1741,
,1742,
,1748,
,1765,
,1770,
,1773,
,1783,
,1790,
,1793,
,1795,
,1798,
,1802,
,1808,
,1812,
,1823,
,1847,
,1853,
,1860,
,1866,
,1867,
,1870,
,1872,
,1874,
,1875,
,1878,
,1888,
,1889,
,1890,
,1897,
,1901,
,1912,
,1916,
,1931,
,1938,
,1941,
,1955,
,1961,
,1962,
,1963,
,1964,
,1977,
,1978,
,1986,
,1992,
,1994,
,1999,
,2007,
,2012,
,2016,
,2020,
,2028,
,2031,
,2036,
,2039,
,2047,
,2051,
,2058,
,2059,
,2060,
,2069,
,2077,
,2078,
,2086,
,2088,
,2091,
,2094,
,2102,
,2104,
,2109,
,2117,
,2119,
,2133,
,2134,
,2135,
,2136,
,2139,
,2143,
,2144,
,2146,
,2190,
,2195,
,2213,
,2215,
,2221,
,2222,
,2230,
,2237,
,2238,
,2239,
,2242,
,2244,
,2246,
,2252,
,2256,
,2258,
,2264,
,2269,
,2285,
,2286,
,2322,
,2324,
,2327,
,2330,
,2331,
,2340,
,2344,
,2346,
,2349,
,2350,
,2351,
,2367,
,2368,
,2381,
,2391,
,2394,
,2398,
,2400,
,2411,
,2424,
,2426,
,2428,
,2431,
,2435,
,2437,
,2438,
,2439,
,2440,
,2441,
,2447,
,2453,
,2461,
,2467,
,2470,
,2472,
,2482,
,2483,
,2484,
,2507,
,2509,
,2511,
,2516,
,2525,
,2530,
,2535,
,2537,
,2538,
,2539,
,2543,
,2551,
,2559,
,2560,
,2561,
,2565,
,2581,
,2582,
,2589,
,2594,
,2602,
,2604,
,2606,
,2607,
,2609,
,2613,
,2619,
,2620,
,2621,
,2628,
,2633,
,2647,
,2649,
,2653,
,2655,
,2656,
,2659,
,2663,
,2685,
,2693,
,2694,
,2740,
,2743,
,2744,
,2751,
,2755,
,2761,
,2764,
,2767,
,2773,
,2782,
,2788,
,2789,
,2797,
,2801,
,2802,
,2809,
,2817,
,2820,
,2822,
,2823,
,2829,
,2834,
,2835,
,2836,
,2844,
,2845,
,2846,
,2847,
,2849,
,2857,
,2859,
,2862,
,2867,
,2870,
,2874,
,2875,
,2878,
,2894,
,2901,
,2912,
,2921,
,2923,
,2926,
,2938,
,2940,
,2950,
,2955,
,2957,
,2961,
,2962,
,2963,
,2966,
,2979,
,2985,
,2986,
,2987,
,2994,
,2996,
,3000,
,3003,
,3007,
,3008,
,3009,
,3018,
,3020,
,3024,
,3026,
,3027,
,3033,
,3039,
,3043,
,3047,
,3057,
,3058,
,3060,
,3063,
,3072,
,3080,
,3081,
,3087,
,3088,
,3091,
,3100,
,3110,
,3121,
,3134,
,3140,
,3144,
,3150,
,3151,
,3161,
,3163,
,3164,
,3167,
,3169,
,3175,
,3176,
,3177,
,3180,
,3181,
,3187,
,3198,
,3200,
,3207,
,3209,
,3211,
,3212,
,3216,
,3220,
,3224,
,3231,
,3238,
,3242,
,3245,
,3246,
,3256,
,3259,
,3261,
,3262,
,3268,
,3273,
,3276,
,3278,
,3294,
,3304,
,3313,
,3316,
,3319,
,3325,
,3330,
,3332,
,3334,
,3337,
,3347,
,3356,
,3359,
,3361,
,3366,
,3379,
,3383,
,3391,
,3395,
,3399,
,3400,
,3401,
,3407,
,3411,
,3415,
,3419,
,3422,
,3423,
,3424,
,3428,
,3433,
,3434,
,3435,
,3440,
,3447,
,3450,
,3456,
,3462,
,3464,
,3473,
,3475,
,3481,
,3498,
,3499,
,3514,
,3519,
,3524,
,3525,
,3528,
,3534,
,3535,
,3538,
,3543,
,3548,
,3549,
,3554,
,3556,
,3560,
,3567,
,3573,
,3574,
,3577,
,3583,
,3584,
,3596,
,3609,
,3612,
,3623,
,3640,
,3642,
,3650,
,3654,
,3658,
,3659,
,3664,
,3676,
,3681,
,3687,
,3688,
,3699,
,3700,
,3721,
,3722,
,3727,
,3743,
,3744,
,3746,
,3755,
,3762,
,3775,
,3778,
,3798,
,3801,
,3802,
,3807,
,3811,
,3816,
,3821,
,3824,
,3828,
,3831,
,3832,
,3836,
,3855,
,3857,
,3872,
,3886,
,3888,
,3896,
,3900,
,3911,
,3915,
,3920,
,3923,
,3924,
,3939,
,3941,
,3944,
,3945,
,3947,
,3952,
,3954,
,3955,
,3959,
,3967,
,3970,
,3980,
,3992,
,4001,
,4002,
,4019,
,4027,
,4028,
,4033,
,4035,
,4036,
,4039,
,4043,
,4050,
,4052,
,4053,
,4055,
,4059,
,4061,
,4063,
,4065,
,4071,
,4074,
,4077,
,4078,
,4079,
,4084,
,4085,
,4089,
,4096,
,4097,
,4100,
,4105,
,4111,
,4115,
,4123,
,4125,
,4130,
,4139,
,4140,
,4141,
,4143,
,4157,
,4158,
,4163,
,4171,
,4182,
,4189,
,4190,
,4196,
,4199,
,4201,
,4203,
,4205,
,4208,
,4212,
,4213,
,4215,
,4219,
,4220,
,4223,
,4225,
,4227,
,4228,
,4232,
,4234,
,4247,
,4249,
,4254,
,4256,
,4257,
,4263,
,4271,
,4280,
,4287,
,4288,
,4296,
,4298,
,4302,
,4303,
,4306,
,4308,
,4310,
,4311,
,4316,
,4318,
,4328,
,4335,
,4339,
,4340,
,4345,
,4346,
,4348,
,4349,
,4351,
,4354,
,4355,
,4360,
,4366,
,4374,
,4377,
,4388,
,4402,
,4410,
,4412,
,4421,
,4446,
,4453,
,4458,
,4461,
,4464,
,4469,
,4473,
,4474,
,4480,
,4481,
,4488,
,4497,
,4500,
,4504,
,4507,
,4509,
,4514,
,4519,
,4520,
,4523,
,4527,
,4530,
,4533,
,4537,
,4540,
,4545,
,4546,
,4547,
,4548,
,4549,
,4551,
,4569,
,4574,
,4576,
,4579,
,4585,
,4589,
,4598,
,4604,
,4605,
,4620,
,4622,
,4625,
,4629,
,4630,
,4632,
,4635,
,4637,
,4638,
,4653,
,4659,
,4664,
,4666,
,4667,
,4668,
,4671,
,4672,
,4689,
,4698,
,4702,
,4705,
,4707,
,4708,
,4709,
,4711,
,4718,
,4733,
,4738,
,4741,
,4742,
,4746,
,4747,
,4750,
,4755,
,4757,
,4759,
,4762,
,4764,
,4768,
,4777,
,4781,
,4787,
,4788,
,4789,
,4796,
,4799,
,4805,
,4812,
,4819,
,4823,
,4826,
,4830,
,4836,
,4839,
,4867,
,4870,
,4871,
,4874,
,4875,
,4877,
,4883,
,4887,
,4891,
,4892,
,4898,
,4900,
,4904,
,4915,
,4917,
,4936,
,4938,
,4940,
,4951,
,4965,
,4969,
,4971,
,4973,
,4982,
,4984,
,4993,
,4999,
,5011,
,5012,
,5018,
,5031,
,5045,
,5047,
,5052,
,5057,
,5074,
,5079,
,5092,
,5093,
,5098,
,5099,
,5111,
,5121,
,5122,
,5133,
,5136,
,5147,
,5152,
,5154,
,5156,
,5161,
,5164,
,5170,
,5184,
,5189,
,5210,
,5211,
,5214,
,5215,
,5218,
,5220,
,5224,
,5229,
,5231,
,5233,
,5242,
,5246,
,5248,
,5252,
,5253,
,5256,
,5261,
,5266,
,5268,
,5273,
,5283,
,5296,
,5299,
,5306,
,5319,
,5320,
,5322,
,5323,
,5324,
,5329,
,5330,
,5339,
,5341,
,5347,
,5351,
,5352,
,5357,
,5359,
1199,1710,1
,5051,3
2452,3495,5
429,627,15
563,831,20
338,503,22
,3377,64
1542,2193,68
2536,3606,102
,2421,108
2833,4020,113
3411,4843,115
3541,5030,116
3176,4506,124
3185,4518,138
1711,,140
55,92,150
,848,159
1153,1646,160
1873,2646,169
,2115,173
3160,4483,182
915,1345,193
948,1381,194
1312,1856,195
,2175,198
1454,2057,207
3464,4921,213
2550,3626,217
3192,4531,219
1835,2591,223
1093,1571,225
763,1106,230
,4091,232
,4267,237
3589,5091,238
2129,3013,249
2916,4145,265
1643,2323,280
436,636,284
1145,1636,286
3380,4804,289
2616,3726,302
860,1262,306
797,1162,307
,3761,310
602,895,311
,971,312
176,282,316
3598,5105,318
977,1416,322
3143,4456,323
264,404,329
2631,3742,331
,3385,334
,3928,336
2135,3021,341
3481,4947,342
2941,4174,343
173,276,352
3337,4732,353
1898,2679,357
1355,1921,359
2669,3792,362
3282,4656,379
1930,2722,386
,2592,389
253,389,390
502,738,392
333,496,395
,3252,397
2997,4253,422
1237,1759,425
114,183,429
1070,1542,434
,1804,446
,2686,452
83,137,453
,5288,475
,4881,479
,3010,529
3520,5004,539
880,1290,545
2341,3323,560
4,8,566
,2155,586
324,487,601
791,1155,620
3455,4905,621
1927,2718,627
636,936,638
1381,1953,680
93,155,693
1675,2369,703
3111,4420,713
,2112,720
906,1330,724
,3547,736
487,713,740
2757,3910,741
1716,2419,762
2856,4051,771
3697,5244,774
2053,2897,785
3169,4493,829
1513,2162,834
208,329,843
1606,2279,866
1870,2643,884
968,1403,890
890,1303,894
2865,4068,899
468,681,903
,862,909
,5142,910
2902,4121,915
,5223,928
3756,5334,941
847,1241,955
27,47,961
,5194,968
2903,4122,971
634,934,991
,602,996
3174,4502,999
156,247,1001
297,452,1007
677,986,1008
448,651,1009
521,769,1014
230,357,1017
1742,2464,1022
2721,3869,1026
,2670,1027
1125,1614,1032
1827,2580,1033
3270,4643,1034
,3791,1035
421,615,1037
1092,1570,1039
416,606,1040
1378,1950,1058
1570,2225,1060
688,1006,1070
,5180,1071
,5282,1075
,4680,1082
,141,1083
,1922,1087
1360,1928,1090
1765,2501,1091
589,877,1094
,4784,1096
115,184,1099
1051,1517,1104
3645,5165,1124
136,224,1127
,5192,1128
2694,3829,1131
,2992,1140
,1983,1142
3566,5064,1152
1690,2387,1153
,1906,1155
976,1415,1159
3496,4970,1164
747,1084,1165
2209,3127,1179
1864,2636,1193
34,59,1215
3577,5080,1227
3462,4918,1239
3735,5303,1248
427,624,1258
2182,3089,1261
358,534,1262
2425,3454,1268
2163,3061,1298
2418,3445,1304
441,642,1306
2216,3137,1335
1437,2033,1340
2949,4185,1341
1888,2668,1349
1766,2502,1367
1861,2630,1371
2859,4057,1392
2558,3634,1395
3095,4399,1408
2047,2889,1409
1517,2165,1411
2791,3965,1412
,3230,1416
540,793,1431
5,9,1433
3487,4956,1465
1554,2205,1492
,1979,1500
2981,4236,1501
2871,4076,1520
,2798,1525
2519,3588,1533
,1208,1537
,759,1552
1740,2462,1557
2490,3546,1558
1519,2167,1559
3193,4532,1560
2305,3271,1568
588,876,1570
1267,1797,1571
2043,2884,1581
1479,2105,1586
2819,4005,1590
,4508,1591
3765,5346,1599
1433,2026,1621
150,238,1622
3040,4325,1642
1223,1738,1649
2537,3607,1656
1304,1845,1660
2728,3877,1668
1278,1813,1672
1461,2070,1681
,4307,1683
97,160,1688
3670,5201,1689
2151,3042,1693
,2396,1705
,4832,1707
