Award_AuthID,Prop_AuthID,Sal_ID
2081,2937,1712
,2154,1715
2029,2868,1719
,5059,1721
381,563,1722
899,1316,1723
2845,4032,1726
2884,4098,1732
1180,1686,1755
,3326,1765
2846,4037,1771
3574,5075,1772
1948,2745,1777
50,85,1778
2803,3983,1779
2171,3071,1780
1912,2698,1781
2582,3674,1782
3747,5318,1783
1756,2488,1788
8,16,1813
1857,2624,1821
936,1368,1825
2342,3324,1831
666,976,1835
,1985,1837
2140,3028,1839
,4347,1860
2447,3487,1864
235,363,1871
926,1358,1873
,479,1876
,3353,1880
2180,3085,1894
1665,2356,1908
,3966,1926
2645,3764,1937
3166,4490,1940
2987,4242,1977
514,753,1984
608,902,1988
3706,5263,1993
2178,3083,1994
2770,3931,1999
2898,4117,2001
2439,3476,2009
3167,4491,2033
3631,5146,2036
1080,1555,2057
,2765,2076
2361,3352,2079
2982,4237,2080
1075,1549,2107
505,742,2156
1924,2712,2160
2388,3390,2193
195,310,2194
2738,3890,2200
2201,3116,2205
,1048,2222
1395,1972,2235
3586,5088,2264
3650,5171,2266
1234,1755,2279
875,1284,2293
518,761,2300
2795,3973,2302
243,381,2308
3454,4901,2309
1251,1776,2311
1659,2347,2315
2240,3179,2322
3700,5249,2328
2357,3348,2335
,334,2338
2041,2882,2339
408,597,2343
,4181,2349
2120,2997,2350
3757,5335,2356
2326,3300,2358
2495,3555,2363
715,1046,2364
3632,5148,2391
716,1047,2396
,5060,2408
1022,1478,2419
91,147,2422
2567,3648,2423
,3562,2448
1106,1592,2455
2078,2934,2462
1041,1504,2478
1664,2355,2484
643,942,2489
3022,4292,2492
118,191,2498
991,1434,2501
2410,3436,2503
2482,3532,2507
3653,5175,2530
771,1118,2537
1771,2508,2544
2617,3728,2545
1851,2615,2548
262,402,2550
26,44,2551
3052,4344,2573
,3839,2574
883,1296,2584
2456,3500,2589
737,1071,2591
1646,2329,2594
485,709,2634
3626,5140,2662
1785,2531,2668
354,528,2696
49,84,2697
811,1183,2702
265,406,2708
,644,2730
3623,5137,2742
2942,4175,2752
,2292,2769
,3303,2769
1757,2490,2801
2821,4007,2808
,115,2819
242,375,2835
1436,2032,2837
455,661,2839
2500,3563,2843
2126,3006,2844
2087,2945,2846
2131,3015,2852
831,1217,2853
917,1347,2855
,1243,2890
1732,2452,2893
1137,1629,2899
2166,3064,2926
3372,4793,2932
3161,4484,2933
3092,4397,2946
1221,1736,2955
1661,2352,2964
1255,1780,2966
1678,2372,2989
3758,5336,2997
3325,4717,3001
2155,3049,3004
2431,3465,3008
,3656,3009
3533,5021,3012
206,326,3042
1706,2408,3047
2195,3106,3056
3156,4477,3060
486,711,3070
471,684,3076
3275,4648,3097
1901,2682,3103
586,873,3104
59,97,3106
137,225,3108
1819,,3115
1212,1725,3119
210,333,3120
259,399,3128
,2469,3144
,692,3147
1607,2280,3148
2619,3729,3153
525,773,3167
848,1242,3168
1317,1862,3173
861,1264,3175
2343,3327,3186
457,666,3193
2134,3019,3197
,2409,3203
1469,2082,3204
,1498,3257
3258,4624,3260
339,504,3263
664,974,3265
1791,2541,3267
,929,3268
3109,4418,3271
1141,1631,3273
,5344,3279
736,1070,3282
965,1400,3283
2768,3927,3297
1235,1757,3301
,3109,3307
3285,4660,3320
,2514,3329
,5176,3330
2016,2850,3331
1271,1803,3332
817,1192,3333
,2130,3335
1164,1667,3343
2032,2872,3345
,4998,3346
2337,3317,3349
2733,3883,3371
3345,4745,3372
,747,3373
1261,1787,3379
,1307,3386
994,1439,3393
3084,4389,3395
,4981,3419
1151,1644,3421
3763,5343,3447
2393,3397,3453
240,373,3467
661,970,3469
2809,3990,3487
2847,4038,3488
,5257,3498
,4217,3510
3641,5159,3515
2747,3901,3519
246,382,3520
,3368,3525
2580,3672,3532
1485,2114,3534
1324,1877,3540
,1265,3565
,2093,3566
700,1019,3567
2179,3084,3574
2858,4056,3615
,4269,3624
,4331,3625
2377,3376,3634
1097,1579,3677
993,1436,3701
2855,4049,3704
560,824,3735
1252,1777,3740
3182,4515,3748
3715,5276,3756
3715,5281,3756
3720,5276,3756
3720,5281,3756
1270,1801,3765
2751,3904,3767
2524,3592,3769
2485,3537,3785
,792,3804
,3483,3854
3610,5118,3887
3083,4387,3889
,2895,3905
849,1244,3917
2435,3470,3937
,1392,3972
3026,4300,3977
,265,3985
3055,4356,3998
1146,1638,4004
2444,3484,4030
,331,4031
,3272,4032
3679,5212,4036
425,622,4045
,1117,4052
1803,2555,4055
,4744,4057
3425,4857,4064
1343,1905,4066
3319,4710,4078
2805,3986,4079
680,992,4081
1768,2504,4100
3643,5162,4103
2137,3023,4110
2114,2983,4119
,5190,4128
,2920,4132
2459,3505,4153
2658,3780,4175
2017,2851,4176
2191,3099,4186
823,1202,4188
1535,2185,4189
,408,4190
1387,1960,4192
1074,1548,4196
,4945,4197
575,855,4202
,2181,4214
,2498,4221
632,931,4224
,3457,4231
2378,3378,4240
3622,5135,4244
493,721,4248
3336,4731,4249
2088,2946,4250
226,353,4258
1228,1746,4259
1353,1919,4272
999,1446,4277
2211,3130,4280
,1863,4290
2323,3296,4293
3297,,4295
1784,2529,4299
3116,4426,4316
,2128,4320
1410,1996,4326
,58,4329
681,993,4339
559,823,4340
2919,4148,4363
,2705,4370
3536,5024,4371
1012,1462,4374
3430,4862,4375
,1393,4376
2648,3767,4393
1396,1973,4406
2107,2974,4409
3177,4510,4434
3309,4693,4438
2521,3590,4444
3154,4475,4447
3155,4476,4459
3006,4270,4489
3685,5222,4494
133,217,4496
1585,2253,4501
644,944,4503
2520,3589,4508
3714,5275,4512
2923,4152,4520
2407,3429,4523
2769,3930,4540
1986,2806,4550
1847,2610,4551
3377,4800,4565
987,1430,4566
,1198,4577
2880,4092,4588
2494,3553,4600
,3678,4613
1639,2318,4622
3551,5043,4633
2045,2886,4638
1611,2284,4647
1892,2672,4653
1483,2111,4672
292,444,4677
3465,4923,4710
997,1442,4749
325,488,4763
,4550,4787
1296,1836,4789
491,718,4803
3410,4842,4825
1133,1622,4834
1233,1754,4835
3724,5287,4836
2230,3155,4839
295,448,4841
1511,2159,4842
1163,1665,4846
3558,5050,4847
1189,1694,4856
2484,3536,4869
2745,3897,4891
2710,3854,4895
1411,1997,4904
1866,2638,4930
52,89,4931
1557,2208,4963
3144,4457,4975
489,715,4984
3142,4455,4990
,90,5000
28,48,5022
1992,2814,5043
2842,4029,5045
368,550,5055
1658,2345,5074
1196,1707,5075
,4884,5084
,1991,5124
1105,1591,5130
,2304,5131
,199,5132
,210,5133
3237,4596,5138
2907,4132,5157
69,117,5159
669,979,5169
762,1104,5189
1299,1839,5194
2553,3629,5206
3695,5240,5208
1968,2778,5219
1017,1468,5220
3584,5087,5236
,466,5247
2998,4255,5248
1593,2268,5250
1112,1600,5251
561,825,5253
2205,3123,5262
1030,1488,5263
1455,2061,5274
1561,,5277
2037,2879,5281
2776,3940,5283
3227,4584,5289
,4417,5292
,3833,5293
1057,1524,5295
3725,5289,5296
3725,5309,5296
3739,5289,5296
3739,5309,5296
3740,5310,5321
277,422,5323
1566,2218,5324
3189,4525,5326
2204,3122,5331
1,2,5337
1247,1771,5338
2329,3302,5339
,3716,5347
2319,3289,5351
,4034,5356
3658,5182,5360
,2931,5366
2736,3887,5367
3581,5084,5368
1333,1893,5371
725,1056,5374
,3488,5378
619,913,5385
696,1015,5390
3101,4406,5391
2610,3714,5398
3675,5206,5400
,989,5406
1638,2317,5407
3042,4327,5408
1392,1969,5409
1456,2062,5411
3609,5117,5449
3066,4369,5452
1997,2819,5457
2226,3147,5466
2722,3870,5469
2513,3581,5480
,1918,5498
1001,1451,5505
,1278,5508
,678,5509
548,809,5517
2635,3751,5526
2264,3213,5528
,1967,5531
3461,4914,5544
1176,1681,5555
2430,3461,5564
1973,2786,5570
1779,2523,5578
2588,3683,5583
3743,5314,5597
1375,1947,5601
,2160,5609
2983,4239,5628
,1354,5654
1627,,5658
1441,2040,5661
1489,2125,5718
3507,4985,5719
124,203,5720
746,1083,5721
2391,3394,5748
1918,2706,5779
1650,2338,5837
2554,3630,5840
3590,5094,5844
,1220,5872
1369,1940,5874
,1475,5877
2351,3342,5878
2308,3274,5879
19,37,5889
1551,2202,5899
1249,1774,5900
3014,4282,5902
520,766,5903
45,76,5924
1508,2156,5935
3044,4333,5937
3239,4599,5958
,3210,5963
68,116,5964
1818,,5999
526,774,6015
1626,2306,6018
342,509,6030
3470,4931,6057
3738,5308,6058
638,938,6075
1067,1539,6109
,123,6110
2686,3817,6120
,1936,6122
1686,2383,6123
1780,2524,6128
1104,1590,6133
781,,6136
2700,3842,6140
,4126,6143
1050,1515,6156
,2763,6171
1056,1523,6175
2971,4222,6190
1629,2308,6206
2257,3199,6208
2866,4069,6209
,2045,6215
2063,2909,6216
204,323,6217
,4238,6219
,1252,6220
,3355,6221
,3937,6223
3114,4424,6243
,4088,6246
483,705,6271
20,38,6279
,223,6280
1342,1904,6283
,4962,6285
3165,4489,6287
,3067,6312
972,1408,6318
1838,2596,6339
382,565,6341
2785,3958,6342
2064,2910,6350
,2677,6355
1837,2595,6359
2828,4014,6360
,1443,6361
3207,4558,6366
572,850,6369
481,701,6373
1651,2339,6374
1370,1942,6379
,1756,6380
82,136,6382
,4960,6389
,2779,6400
3051,4343,6401
2117,2989,6403
2699,3841,6406
2933,4165,6424
932,1364,6432
2441,3478,6447
949,1382,6449
552,813,6450
1035,1495,6451
,3856,6460
,3406,6463
1190,1695,6470
3619,5130,6473
718,1050,6474
2275,3226,6485
1984,2804,6486
,2639,6503
562,829,6509
1527,2176,6511
2563,3643,6512
,3312,6516
3473,4934,6527
3474,4934,6527
1095,1576,6532
,1144,6543
,433,6544
3008,4274,6551
3759,5337,6552
1636,2315,6562
2872,,6569
645,945,6570
826,1206,6572
1524,2172,6577
2243,3183,6588
,2791,6590
1082,1558,6594
1428,2021,6599
1068,1540,6600
3303,4684,6609
,150,6623
3409,4841,6632
3406,4837,6634
2286,3243,6639
3458,4909,6641
3458,4910,6641
,1419,6644
2217,3138,6686
3148,4465,6692
1605,2278,6705
878,1288,6723
431,629,6730
3656,5179,6744
1720,2425,6770
,708,6807
1194,1704,6837
1750,2478,6865
1208,1720,6873
2507,3572,6890
2778,3946,6905
3324,4715,6926
89,144,6968
,317,6969
3231,4590,6978
1618,2294,6985
1466,2079,6986
285,435,7014
3213,4565,7059
3094,4398,7069
3240,4600,7130
3510,4988,7135
2988,4243,7152
3515,4994,7153
,4802,7187
2039,2881,7207
1641,2320,7214
2761,3914,7231
,1122,7246
420,611,7248
2260,3204,7262
,3046,7304
,4752,7309
1792,2542,7312
819,1194,7329
1063,1531,7371
711,1042,7480
1130,1619,7489
1162,1661,7493
2486,3539,7508
,2990,7659
3244,4607,7685
,2050,7732
2251,3192,7762
,2248,7786
,83,7875
1738,2459,7879
2852,4045,7909
1311,1854,7979
1129,1618,8008
1110,1598,8084
1450,2053,8094
1020,1476,8118
,3104,8120
,3418,8157
,4170,8162
,2515,8238
,4726,8314
,2066,8326
3488,4957,8353
3680,5213,8526
,5003,8535
,432,8577
,3052,8607
3699,5247,8613
3573,5073,8688
2012,2840,8738
530,778,8803
2572,3660,8855
,2489,8921
3387,4815,8923
,4916,8934
319,483,8944
,756,8976
,2999,8980
2812,3995,8981
,439,9005
1530,2179,9006
3360,4772,9007
1493,2131,9008
,1034,9026
1167,1670,9039
337,502,9066
2713,3860,9107
3356,4766,9112
,4295,9117
3264,4634,9128
3255,4619,9132
2586,3680,9133
2000,2824,9134
1108,1597,9195
2538,3608,9269
,81,9294
2237,3172,9354
885,1298,9381
,3899,9433
962,1395,9449
1668,2359,9452
1616,2291,9827
824,1203,9851
189,302,9881
16,32,9912
1468,2081,9934
1877,2651,10188
3076,4380,10243
2247,3188,10267
1329,1884,10323
919,1349,10327
,2959,10332
,805,10382
2832,4018,10410
,412,10456
2798,3976,10481
2688,3820,10485
2186,3094,10489
105,171,10598
,3425,10622
2144,3032,10628
2790,3964,10633
,1484,10699
3260,4627,10733
2561,3639,10739
1309,1851,10749
,2517,10790
3649,5169,10799
902,1319,10812
1708,2412,10813
579,859,10819
3428,4860,10821
44,74,10824
1812,2567,10850
,4770,10858
1019,1473,10880
3280,4654,10884
2119,2995,10890
1951,2748,10903
1160,1655,10906
40,68,10909
357,533,10910
724,5350,10916
1184,1689,10925
328,491,10945
971,1407,10947
3572,5072,10964
2765,3922,10987
361,540,10997
111,179,11012
,3115,11016
1315,1858,11018
,364,11020
407,596,11023
3221,4578,11028
3434,4868,11029
,1096,11039
3100,4405,11042
2084,2942,11053
390,575,11055
2951,4187,11062
1938,2730,11080
3069,4371,11082
,2887,11089
3688,5227,11112
,2401,11113
,1126,11118
748,1087,11129
2623,3733,11134
,4949,11135
2333,3310,11139
3322,4713,11153
,4567,11159
,660,11168
750,,11169
1117,1605,11174
,1112,11175
2382,3386,11176
3591,5096,11177
,2251,11183
,1902,11184
1495,2137,11189
2696,3835,11191
856,1255,11197
1899,2680,11223
3284,4658,11224
3296,4677,11226
1704,2406,11227
3754,5332,11232
,35,11241
,3772,11244
2719,3867,11250
1368,1939,11254
,3290,11258
3184,4517,11264
3412,4844,11272
,2843,11273
2355,3346,11282
3628,5143,11289
161,257,11319
329,492,11324
,218,11325
216,342,11335
3070,4372,11381
752,,11383
1086,1562,11391
196,311,11398
1240,1761,11399
,134,11459
1741,2463,11506
1723,2433,11536
1648,2333,11590
3728,5293,11604
,1433,11650
1576,2232,11664
,3624,11666
3753,5331,11667
2940,4173,11695
3028,4305,11703
145,233,11704
2961,4206,11737
,904,11757
2899,4118,11765
532,781,11766
2118,2993,11768
,2660,11795
665,975,11823
907,1333,11830
2660,3782,11833
2420,3448,11892
3153,4472,11894
2154,3048,11896
1090,1568,11904
,25,11905
,193,11906
1702,2404,11907
729,1061,11922
3321,4712,11963
755,1095,11991
531,780,11997
2310,3277,12018
220,347,12020
1305,1846,12046
1555,2206,12047
2511,3578,12060
3365,4780,12065
3276,4649,12074
3766,5348,12095
3477,4939,12116
2754,3907,12122
278,424,12123
2854,4047,12133
3105,4411,12137
2529,3599,12152
290,442,12171
2938,,12173
2463,3509,12174
541,794,12183
2272,3222,12184
,4332,12190
684,999,12194
3599,5106,12195
,2991,12223
281,427,12225
1220,1734,12227
2674,3797,12241
1653,2341,12245
2595,3693,12246
809,1182,12258
3179,4512,12259
894,1309,12262
2675,3799,12263
1064,1532,12277
2614,3723,12281
,4716,12302
2261,3205,12303
3571,5071,12318
2015,2848,12329
42,70,12334
3151,4468,12338
1028,1486,12346
2921,4150,12358
,4811,12363
,591,12371
2468,3517,12373
,4944,12376
,3328,12379
2963,4209,12393
,4775,12417
2196,3107,12422
,2006,12425
2570,3651,12429
1465,2076,12430
84,138,12432
2996,4252,12434
3307,4690,12435
3350,4754,12439
2952,4188,12444
2428,3459,12446
1447,2048,12458
,5255,12459
585,872,12465
,4609,12466
2324,3297,12475
1824,2577,12487
895,1311,12577
490,716,12640
573,852,12643
834,1222,12644
1753,2485,12664
,3918,12755
3145,,12766
,4113,12776
,4930,12787
3225,4582,12838
3002,4264,12839
,2326,12858
,3510,12873
2936,4168,13038
2477,3527,13039
,2100,13064
2176,3079,13088
3328,4721,13101
,3779,13117
958,1389,13147
,5251,13150
2594,3692,13156
3030,4312,13187
,2301,13267
355,530,13285
3120,4432,13288
668,978,13300
,4903,13311
,3056,13312
935,1367,13316
1998,2821,13339
2735,3885,13395
463,674,13405
671,981,13421
,2900,13431
933,1365,13442
1722,2430,13450
2449,3491,13456
3522,5007,13462
701,1020,13472
723,1055,13486
336,501,13500
3648,5168,13510
3364,4779,13511
1868,2641,13514
308,465,13516
2427,3458,13517
1413,2001,13518
,5006,13520
2462,3508,13522
1412,2000,13523
237,367,13525
2857,4054,13531
2672,3795,13533
396,582,13534
1966,2776,13535
,2664,13536
2848,4040,13538
3674,5205,13540
,5291,13543
1031,1489,13552
,3414,13559
3118,4429,13561
,4552,13562
,1398,13569
,4528,13571
,3533,13600
2681,3808,13619
621,916,13635
3468,4927,13664
646,947,13670
,195,13681
905,1327,13697
3712,5272,13741
1071,1545,13770
1344,1907,13771
637,937,13796
1335,1896,13841
1828,2583,13844
3486,4955,13872
1936,2728,13873
,3075,13874
231,358,13908
2734,3884,13961
2042,2883,14008
3310,4694,14046
,2973,14058
1816,2571,14092
1826,2579,14188
,3321,14213
1427,2019,14246
,1749,14258
650,954,14262
1575,2231,14278
,110,14308
,3845,14384
3079,4383,14390
3386,4814,14391
,321,14400
2487,3542,14430
969,1405,14436
2698,3838,14485
2810,3991,14486
2297,3257,14529
,3557,14568
507,745,14665
3199,4542,14672
294,447,14696
,4621,14700
302,457,14710
1782,2527,14711
3568,5067,14722
,220,14725
2067,2914,14726
1008,1458,14727
564,832,14730
3562,5055,14738
2461,3507,14752
1254,1779,14762
,2476,14774
3374,4795,14795
120,196,14809
2089,2947,14823
,2235,14827
1349,1913,14832
3748,5321,14835
2077,2933,14836
2220,3142,14843
497,727,14849
3369,4786,14850
2627,3737,14854
3206,4557,14858
1491,2127,14861
,641,14887
2292,3251,14888
2282,3237,14899
,4701,14905
,2124,14906
1707,2410,14907
3539,5028,14912
1613,2288,14916
3029,4309,14919
2562,3641,14941
,4259,14946
768,1113,14961
2429,3460,14963
1471,2085,14969
2823,4009,14973
3158,4479,14985
3441,4882,14987
1634,2313,14995
3427,4859,15027
3467,4926,15035
3388,4816,15036
2864,4067,15043
1748,2473,15045
128,211,15046
3513,4991,15052
2369,3367,15054
,4272,15065
1348,1911,15069
3119,4431,15071
1169,1672,15074
,1859,15075
3456,4906,15079
2183,3090,15081
,3929,15082
596,886,15085
1073,1547,15094
,2785,15097
1135,1626,15108
,328,15122
,3034,15129
1544,2196,15130
33,57,15149
,801,15150
1590,2261,15158
3744,5315,15159
,4688,15165
3692,5236,15167
,3880,15180
1854,2618,15187
1062,1530,15198
1793,2544,15207
1509,2157,15208
,4262,15236
2711,3858,15281
2170,3070,15300
897,1315,15355
657,966,15365
2633,3749,15426
,3637,15448
2422,3451,15476
,2605,15505
3727,5292,15517
3247,4611,15554
,3719,15588
,1480,15624
,1657,15756
,1424,15758
,18,15821
1040,1503,15840
411,601,15852
1983,2803,15869
,1022,15880
2376,3375,15893
865,1271,15934
1553,2204,15937
3532,5020,15958
2525,3593,15993
35,61,16002
2360,3351,16008
450,652,16055
,2316,16076
1091,1569,16081
2404,3420,16118
,2335,16166
,1136,16179
,3225,16180
841,1234,16182
1964,2774,16200
2869,4073,16214
3232,4591,16218
1443,2042,16228
1291,1830,16237
2086,2944,16242
2274,3223,16244
2825,4011,16245
380,562,16250
3542,5032,16253
503,739,16261
335,499,16268
1214,1728,16269
3672,5203,16282
3627,5141,16283
1400,1980,16287
1736,2457,16288
1817,2572,16289
512,751,16300
,4869,16307
1834,2590,16310
2071,2922,16324
3300,4681,16336
558,822,16339
676,,16355
1805,2557,16362
772,1119,16371
296,450,16374
1587,2255,16384
802,1170,16393
,153,16397
821,1200,16406
3147,4463,16409
3375,4797,16411
3420,4852,16412
,3745,16413
,2259,16416
2025,2863,16419
2678,3804,16420
,1891,16428
1950,2747,16432
3382,4807,16434
1545,2197,16436
,3614,16437
65,111,16441
3677,5208,16445
2048,2890,16450
1752,2481,16451
1830,2585,16456
1979,2796,16464
2792,3968,16471
795,1158,16490
,3580,16509
2547,3621,16510
1361,1929,16512
3693,5237,16534
3749,5325,16535
1977,2794,16537
2492,3551,16541
2943,4176,16544
473,688,16548
2530,3600,16550
1970,2783,16554
3267,4639,16555
1885,2665,16556
1159,1654,16557
1776,2520,16558
3506,4983,16566
3633,5149,16567
1480,2107,16573
3689,5230,16574
,1835,16576
1165,1668,16592
492,720,16594
2467,3515,16606
2643,,16612
,3267,16616
2990,4246,16624
916,1346,16641
2917,4146,16643
1383,1956,16670
1118,1606,16690
197,312,16694
1379,1951,16696
,4319,16719
451,655,16732
391,576,16750
2102,2969,16758
,608,16759
1274,1807,16802
2600,3701,16815
717,1049,16822
,2384,16824
,1593,16836
3768,5353,16867
203,322,16897
213,338,16900
2026,2864,16933
908,1334,17000
,4178,17036
1475,2096,17080
1107,1594,17103
1422,2013,17160
,1663,17239
3135,4447,17348
3723,5286,17358
2771,3932,17380
3075,4379,17422
3138,4450,17423
3056,4357,17433
2543,3617,17451
780,1142,17473
1486,2116,17490
3203,4554,17497
,3381,17523
1310,1852,17540
1460,2067,17634
2062,2908,17637
2753,3906,17644
2780,3949,17658
3502,4978,17668
1655,,17703
,2068,17714
,3913,17762
,1656,17822
,3479,17829
,3809,17830
1972,2784,17831
1152,1645,17849
2194,3103,17862
1494,2132,17865
3088,4393,17870
39,67,17873
1955,2757,17879
2403,3417,17890
,2073,17891
268,411,17892
3347,4749,17900
100,165,17902
279,425,17905
2,4,17906
374,556,17909
2836,4022,17911
162,260,17912
2677,3803,17915
2989,4244,17916
2651,3770,17918
1896,2676,17925
2843,4030,17929
3543,5034,17934
1330,1885,17935
,2075,17937
,46,17940
1672,2364,17942
,3132,17943
,5026,17949
2057,2903,17950
2908,4133,17957
2886,4101,17968
2535,3605,17974
1855,2622,17977
828,1212,17995
583,870,17996
,4691,17999
211,335,18002
151,240,18003
3288,4663,18004
60,,18008
2024,2861,18013
2212,3131,18014
1464,2074,18015
,3112,18016
1448,2049,18018
3605,5113,18019
375,557,18020
,1762,18035
590,878,18041
430,628,18056
3595,5102,18057
903,1321,18059
2311,3280,18062
1925,2714,18067
10,19,18069
3373,4794,18073
918,1348,18076
,4048,18089
2370,3369,18091
2141,3029,18097
829,1213,18104
76,128,18107
1735,2455,18112
,1989,18114
3060,4362,18115
1120,1608,18122
1076,1551,18142
1231,1751,18151
777,1134,18167
1552,2203,18168
3696,5243,18170
1452,2055,18187
598,889,18192
1729,2449,18193
2724,3873,18195
3608,5116,18199
2411,3438,18200
3289,4665,18201
3367,4783,18208
1657,2343,18211
,2807,18217
2223,3145,18222
708,1032,18223
1878,2652,18224
1797,2549,18229
303,458,18230
459,668,18235
749,1088,18237
1294,1833,18239
3073,4375,18246
,1450,18249
205,324,18268
301,456,18269
656,965,18273
3190,4526,18274
597,887,18280
3447,4890,18281
1725,2436,18287
1347,1910,18295
3644,5163,18297
,1114,18305
,549,18308
,3463,18309
,3981,18312
3597,5104,18313
86,140,18315
257,395,18321
1197,1708,18327
1256,1781,18330
1256,1782,18330
1257,1781,18330
1257,1782,18330
3074,4376,18341
1282,1818,18373
663,973,18387
683,998,18393
2020,2854,18399
1263,1789,18414
,3541,18415
,2750,18416
1060,1527,18430
,3738,18541
,3105,18581
2426,3455,18625
77,130,18695
2860,4058,18704
212,336,18843
,1011,18894
474,689,18958
544,800,19071
2991,4248,19074
3734,5302,19081
2235,3166,19096
,3595,19148
2827,4013,19150
2021,2855,19169
2630,3741,19227
167,269,19259
,1864,19263
3127,4438,19290
651,955,19318
499,733,19350
3130,4441,19386
3274,4647,19395
,3437,19399
1832,2587,19420
,170,19424
3448,4893,19480
,1827,19481
2625,3735,19489
1337,1898,19504
2794,3971,19520
1676,2370,19524
2124,3002,19544
1649,2337,19556
2460,3506,19560
178,284,19567
,5187,19571
2591,3689,19582
3647,5186,19592
2497,3558,19596
2909,4134,19597
130,213,19598
157,250,19604
2365,3360,19605
,1257,19610
138,226,19616
1434,2029,19627
289,441,19638
2340,3322,19644
2481,3531,19645
,3409,19648
1959,2768,19649
,4913,19652
1126,1615,19653
3691,5235,19654
2414,3441,19655
2742,3894,19657
2910,4135,19662
1499,2142,19668
757,1099,19669
1630,2309,19683
,1648,19686
472,685,19687
3129,4440,19690
546,803,19694
835,1223,19698
2811,3993,19711
3602,5109,19715
722,1053,19716
404,593,19717
1497,2140,19718
3414,4846,19721
238,370,19722
141,228,19723
3654,5177,19729
3329,4722,19730
1195,1706,19734
820,1199,19736
1281,1817,19742
,3069,19745
3081,4385,19749
1917,2704,19760
383,567,19764
1594,2270,19765
2692,3826,19766
1314,1857,19767
1187,1692,19776
1307,1849,19782
3704,5259,19783
2384,3388,19786
1059,1526,19789
462,671,19794
3371,4792,19804
691,1009,19808
1279,1814,19810
2255,3196,19812
3271,4644,19814
1701,2403,19822
2162,3059,19824
,1277,19825
,3232,19837
3408,4840,19842
2453,3496,19846
,500,19867
2109,2977,19870
1863,2634,19871
1794,2545,19888
,2715,19920
21,39,19926
384,568,19957
1989,2811,19960
3080,4384,19972
3200,4543,20002
2956,4194,20072
3469,4928,20073
2013,2841,20117
2817,4000,20164
1931,2723,20168
364,544,20186
3625,5139,20202
2523,,20204
,3314,20206
620,914,20213
2014,2842,20227
3220,4577,20293
,3942,20297
1088,1565,20326
247,383,20358
3443,4886,20372
3444,,20374
3034,4317,20383
779,1139,20426
,964,20436
1023,1479,20454
1633,2312,20463
1558,2209,20469
2289,3248,20505
712,1043,20608
,703,20611
2784,3957,20614
,539,20647
,996,20658
2219,3141,20687
1359,1927,20690
,796,20699
1567,2219,20705
2601,3702,20706
2066,2913,20717
3435,4872,20750
2837,4023,20760
2820,4006,20764
3514,4992,20766
158,252,20772
,4536,20779
1414,2002,20792
3016,4284,20793
1101,1586,20795
110,178,20799
3630,5145,20801
1463,2072,20848
2661,3783,20849
90,145,20850
3140,4452,20858
3733,5301,20862
1181,,20867
1316,1861,20885
1598,2273,20900
1259,1785,20901
1474,2095,20905
509,749,20906
1783,2528,20911
2076,2932,20916
2945,4179,20920
3422,4854,20930
2668,3790,20931
1185,1690,20938
280,426,20961
970,1406,21014
221,348,21018
18,36,21020
3306,4687,21023
,30,21030
3175,4505,21044
3157,4478,21047
2028,2866,21050
1807,2562,21058
,2382,21064
2293,3253,21072
,362,21081
,294,21095
,1998,21104
956,1387,21107
707,1028,21119
673,983,21124
3277,4650,21126
3559,5053,21164
705,1026,21166
12,21,21170
,2334,21171
1044,1509,21178
812,1185,21194
745,1082,21219
2488,3544,21232
1717,2420,21236
3475,4935,21248
624,923,21271
,2092,21272
786,1150,21300
188,301,21320
925,1357,21334
3393,4821,21340
2683,3812,21395
1124,1613,21398
1724,2434,21414
,3285,21439
,2427,21452
1258,1784,21466
405,594,21476
542,797,21478
1453,2056,21480
3222,4580,21486
2740,3892,21490
3564,5058,21503
3261,4628,21509
3045,4334,21518
2764,3921,21529
1671,2363,21537
3311,4695,21540
686,1003,21557
1541,2192,21562
403,592,21574
1682,2376,21579
3583,5086,21607
2772,3934,21611
2763,,21621
3164,4487,21626
519,765,21636
2913,4138,21640
721,1052,21641
1365,1933,21642
,1102,21643
,3953,21655
2269,3218,21667
2702,3844,21673
3565,5063,21685
3102,4407,21690
3405,4835,21742
,5349,21745
2001,2825,21747
2381,3384,21749
232,359,21756
2609,3713,21760
,869,21788
482,704,21805
3214,4566,21811
3682,5217,21828
,2790,21842
983,1423,21843
1046,1511,21894
2101,2968,21936
782,1146,21938
,5267,21939
,3096,21946
1737,2458,21963
,3653,21964
3636,5153,21965
2288,3247,21975
610,905,21986
22,40,21988
3378,4801,21989
1954,2756,21997
581,864,22019
438,638,22028
1532,2182,22031
1539,2189,22032
,2547,22064
2479,3529,22098
,5307,22109
3534,5022,22120
1894,2674,22124
1694,,22127
3400,4829,22129
674,984,22130
2164,3062,22133
1911,2697,22166
2589,3684,22172
3729,5294,22174
3344,4743,22176
1457,2063,22225
1895,2675,22226
,2300,22231
2434,3469,22252
467,679,22255
2009,2837,22278
,4459,22281
1325,1879,22303
1990,2812,22340
,405,22349
,3758,22350
1804,2556,22360
175,281,22376
,1323,22404
2095,2954,22406
900,1317,22412
2703,3846,22415
320,484,22416
1825,2578,22428
3503,,22440
,1342,22456
2283,3239,22458
2254,3195,22462
3024,4294,22468
2203,3120,22501
80,133,22507
3315,4700,22508
,152,22515
286,437,22521
360,537,22524
,1161,22542
798,1165,22564
