Proposal ID,Name,PI
GRT00031655,"Dorrance, Anne E",1
GRT00031656,"Qu, Feng",1
GRT00031657,"Winslow, Christopher J",1
GRT00031658,"Pasian, Claudio Carlos",1
GRT00031659,"Kleinhenz, Matthew D",1
GRT00031660,"Welty, Celeste",1
GRT00031661,"Erbaugh, John Mark",1
GRT00031662,"Miller, Sally Ann",1
GRT00031663,"Hoy, Casey William",1
GRT00031664,"Dick, Richard Peter",1
GRT00031665,"Lesinski, Gregory",1
GRT00031666,"Sahr, Timothy Richard",1
GRT00031667,"Sahr, Timothy Richard",1
GRT00031668,"Crane, Dushka Aida",1
GRT00031669,"Crane, Dushka Aida",1
GRT00031670,"Fuchs, James Robert",1
GRT00031671,"Ranbom, Lorin D",1
GRT00031672,"Ranbom, Lorin D",1
GRT00031673,"Sciulli, Paul William",1
GRT00031674,"Feth, Lawrence Lee",1
GRT00031676,"Dorrance, Anne E",1
GRT00031677,"Chan, Peter Kwok",1
GRT00031678,"Volakis, John Leonidas",1
GRT00031679,"Firkins, Jeffrey Lynn",1
GRT00031680,"Wyslouzil, Barbara Ellen",1
GRT00031681,"Palmer, Andre Francis",1
GRT00031683,"Ho, W.S. Winston Winston",1
GRT00031684,"Sampath, Deepa",1
GRT00031685,"Ameri, Ali A.",1
GRT00031686,"Downey, Douglas B",1
GRT00031687,"Bumgardner, Ginny L",1
GRT00031688,"Lippold, John Carlton",1
GRT00031689,"Paskett, Electra Diane",1
GRT00031691,"Wilks, Chrisanne",1
GRT00031692,"Daoud, Emile Georges",1
GRT00031693,"Rogers, Peter F",1
GRT00031694,"Durand, James H",1
GRT00031695,"Puduvalli, Vinay K",1
GRT00031696,"Loerch, Steven C",1
GRT00031697,"Lilburn, Michael Snell",1
GRT00031698,"Ludsin, Stuart A",1
GRT00031699,"Lapalombella, Rosa",1
GRT00031700,"Wolfe, Andrea Dayle",1
GRT00031701,"Ludsin, Stuart A",1
GRT00031702,"Daly, Marymegan",1
GRT00031703,"Malone, Helen Irene",1
GRT00031704,"Johnson, Joel Tidmore",1
GRT00031705,"Weisenberger, Janet M.",1
GRT00031706,"Couto, C Guillermo",1
GRT00031707,"Slesnick, Natasha",1
GRT00031708,"Gunther, Carolyn Woods",1
GRT00031709,"Jackwood, Daral J",1
GRT00031710,"Gimbert, Belinda G",1
GRT00031711,"Gourapura, Renukaradhya Jayamurthy",1
GRT00031712,"Zirkle, Christopher J",1
GRT00031713,"Blackburn, Mollie",1
GRT00031714,"Wagner, Caroline Suzanne",1
GRT00031715,"Bonomi, Amy Elizabeth",1
GRT00031716,"Mancl, Karen Marie",1
GRT00031717,"Habing, Gregory Georg",1
GRT00031718,"Cherpes, Thomas Louis",1
GRT00031719,"Teixeira, Fernando L.",1
GRT00031720,"Fraser, Hamish Lugard",1
GRT00031721,"Fraser, Hamish Lugard",1
GRT00031722,"Kwiek, Jesse John",1
GRT00031723,"Happ, Mary Elizabeth",1
GRT00031724,"Comita, Liza Sheera",1
GRT00031725,"Kissel, John Thomas",1
GRT00031726,"Havercamp, Susan Marie",1
GRT00031727,"Fan, Liang-Shih",1
GRT00031728,"Fan, Liang-Shih",1
GRT00031729,"Kendra, Kari L",1
GRT00031730,"Hershberger, Ray E",1
GRT00031731,"Kiecolt-Glaser, Janice Kay",1
GRT00031732,"Brown, Anthony",1
GRT00031733,"Glaser, M. Ronald Ronald",1
GRT00031734,"Kayisli, Umit",1
GRT00031735,"Porcu, Pierluigi",1
GRT00031736,"Olsen, Randall Jay",1
GRT00031737,"Sertel, Kubilay",1
GRT00031738,"Zhang, Wei",1
GRT00031739,"Arnold, William David",1
GRT00031740,"Ganju, Ramesh",1
GRT00031741,"Boris-Lawrie, Kathleen Ann",1
GRT00031742,"Griffen, Ann Lindsay",1
GRT00031743,"Volakis, John Leonidas",1
GRT00031744,"Volakis, John Leonidas",1
GRT00031745,"Burkholder, Robert James",1
GRT00031746,"Boehm, Constance S",1
GRT00031747,"Villalona, Miguel A",1
GRT00031748,"Kisseberth, William C",1
GRT00031749,"Rovin, Brad Harris",1
GRT00031750,"Johnson, Joel Tidmore",1
GRT00031751,"Johnson, Joel Tidmore",1
GRT00031752,"Lin, Jialin",1
GRT00031753,"Lu, Zhong-Lin",1
GRT00031754,"Weavers, Linda K",1
GRT00031755,"Li, Rongxing",1
GRT00031756,"Shah, Manisha H",1
GRT00031757,"Kisseberth, William C",1
GRT00031758,"Agunga, Robert A",1
GRT00031759,"Ivey, Melanie L. L.",1
GRT00031760,"Sullivan, Mazeika",1
GRT00031761,"Finer, John James",1
GRT00031762,"Blakeslee, Joshua John",1
GRT00031763,"Bonnell, Joseph Ellis",1
GRT00031764,"Bonello, Pierluigi",1
GRT00031765,"Wang, Hua",1
GRT00031766,"Shearer, Scott Allan",1
GRT00031767,"McHale, Leah K",1
GRT00031768,"Li, Yebo",1
GRT00031769,"Dayton, Elizabeth Ann",1
GRT00031770,"Gardiner, Mary Margaret",1
GRT00031771,"Blakeslee, Joshua John",1
GRT00031772,"Michel, Andrew P.",1
GRT00031773,"Nakano, Ichiro",1
GRT00031774,"Mykytyn, Kirk A.",1
GRT00031775,"Chalmers, Jeffrey John",1
GRT00031776,"Cooper, Edward S.",1
GRT00031777,"Fan, Liang-Shih",1
GRT00031778,"Allen, Theodore Tetreault",1
GRT00031779,"Fiksel, Joseph",1
GRT00031780,"Carey, Anne E",1
GRT00031781,"Shum, C K",1
GRT00031782,"Hines, Keith Martin",1
GRT00031783,"Disilvestro, Robert Arnold",1
GRT00031784,"Jezek, Kenneth C",1
GRT00031785,"Howat, Ian M",1
GRT00031786,"Bromwich, David Howard",1
GRT00031787,"Toth, Charles",1
GRT00031788,"Kubatko, Ethan",1
GRT00031789,"Daniels, Jeffrey John",1
GRT00031790,"Marras, William Steven",1
GRT00031791,"Kolipaka, Arunark",1
GRT00031792,"Slesnick, Natasha",1
GRT00031793,"Lillard, Dean R",1
GRT00031794,"Stoel, Leslie Denise",1
GRT00031795,"Faerman, Marcio",1
GRT00031796,"Miranda, Mario Javier",1
GRT00031797,"Katz, Steven Edward",1
GRT00031798,"Hall, Lisa M",1
GRT00031799,"Crestanello, Juan A",1
GRT00031800,"Wysocki, Vicki",1
GRT00031801,"Musier-Forsyth, Karin M",1
GRT00031802,"Gaudi, Bernard Scott",1
GRT00031803,"Gopalan, Venkat",1
GRT00031804,"Martini, Louis Paul",1
GRT00031805,"Pinsonneault, Marc Howard",1
GRT00031806,"Mathur, Smita",1
GRT00031807,"Mathur, Smita",1
GRT00031808,"Goldberger, Joshua E",1
GRT00031809,"Cantara, William Anthony",1
GRT00031810,"Ozguner, Umit Ali",1
GRT00031811,"Lakritz, Jeffrey",1
GRT00031812,"Allen, Matthew James",1
GRT00031813,"Alexandrov, Boian Todorov",1
GRT00031814,"Dean, Donald Harry",1
GRT00031815,"Early, Theresa J.",1
GRT00031816,"Carson, William Edgar",1
GRT00031817,"Bailey, Melissa D",1
GRT00031820,"Rikihisa, Yasuko",1
GRT00031821,"Chaudhari, Ajit Mohan",1
GRT00031822,"Ganju, Ramesh",1
GRT00031823,"Oglesbee, Michael Jerl",1
GRT00031824,"Mahlman, Robert Alan",1
GRT00031825,"Zirkle, Christopher J",1
GRT00031826,"Yousif, Mohamed Fouad",1
GRT00031827,"Blackburn, Mollie",1
GRT00031828,"Walker, Alison Rich",1
GRT00031829,"Pirie, Phyllis L.",1
GRT00031830,"Neef, Nancy A",1
GRT00031831,"Lightle, Kimberly Sue",1
GRT00031832,"Hoisington-Stabile, Amy Beth",1
GRT00031833,"Dohner, Ruth Elaine",1
GRT00031834,"Mahlman, Robert Alan",1
GRT00031835,"Niblack, Terry Lee",1
GRT00031836,"Marrison, David Lester",1
GRT00031837,"Jenkins, Margaret A",1
GRT00031838,"Bisesi, Michael Salvatore",1
GRT00031839,"Medeiros, Lydia Claire",1
GRT00031840,"Co, Anne",1
GRT00031841,"Khatri, Mahesh",1
GRT00031842,"Velleman, Sandra Gayle",1
GRT00031843,"Magliery, Thomas John",1
GRT00031844,"Ozkan, Erdal",1
GRT00031845,"Li, Guoqiang",1
GRT00031846,"Rajan, Siddharth",1
GRT00031847,"Gillespie, Shannon Lynn",1
GRT00031848,"Lee, Jiyoung",1
GRT00031849,"Kumar, Krishan",1
GRT00031850,"Loux, Mark Monroe",1
GRT00031851,"Blum, Kristie A",1
GRT00031852,"Villarroel, Soraya C",1
GRT00031853,"Appova, Aina K",1
GRT00031854,"Julian, David A",1
GRT00031855,"Nakano, Ichiro",1
GRT00031856,"Walline, Jeffrey Jay",1
GRT00031857,"Frankel, Wendy L",1
GRT00031858,"Zweier, Jay Louis",1
GRT00031859,"Parker, Valerie Jill",1
GRT00031860,"Marcucci, Guido",1
GRT00031862,"Wickizer, Thomas Michael",1
GRT00031863,"Norris, Alison H.",1
GRT00031864,"Altan, Taylan",1
GRT00031865,"Croce, Carlo Maria",1
GRT00031866,"Wang, Hua",1
GRT00031867,"Wozniak, Daniel John",1
GRT00031868,"Kleinhenz, Matthew D",1
GRT00031869,"Cavaliere, Robert",1
GRT00031870,"Howat, Ian M",1
GRT00031871,"Virk, Subhdeep",1
GRT00031872,"Durand, Michael Thomas",1
GRT00031873,"Shum, C K",1
GRT00031874,"McGlumphy, Edwin Alonzo",1
GRT00031875,"Bisesi, Michael Salvatore",1
GRT00031876,"Zhu, Hong",1
GRT00031877,"Tiu, Laura",1
GRT00031878,"Khanna, Savita",1
GRT00031879,"Roy, Sashwati",1
GRT00031880,"Dorrance, Anne E",1
GRT00031881,"Loux, Mark Monroe",1
GRT00031882,"McHale, Leah K",1
GRT00031883,"Ziouzenkova, Ouliana",1
GRT00031884,"Worley, Charles Thomas",1
GRT00031885,"Wilkinson, Deanna Lyn",1
GRT00031886,"Bruno, Richard",1
GRT00031887,"Johnson, Joel Tidmore",1
GRT00031888,"Ameri, Ali A.",1
GRT00031889,"Fan, Liang-Shih",1
GRT00031890,"Osmer, Patrick Stewart",1
GRT00031891,"Lee, Sang Hoon",1
GRT00031892,"Shum, C K",1
GRT00031893,"Bekaii-Saab, Tanios",1
GRT00031894,"Sezen, Halil",1
GRT00031895,"Weavers, Linda K",1
GRT00031896,"Sotomayor, Marcos Manuel",1
GRT00031897,"Chaffin, Justin David",1
GRT00031898,"Scharre, Douglas William",1
GRT00031899,"Kaeding, Christopher Carl",1
GRT00031900,"Embi, Peter Joseph",1
GRT00031901,"Schlesinger, Larry Seth",1
GRT00031902,"Calhoun, Jason Harold",1
GRT00031903,"Wang, Guo-Liang",1
GRT00031904,"Sundaresan, Vishnu Baba",1
GRT00031905,"Ringel, Matthew David",1
GRT00031906,"Williams, Terence M",1
GRT00031907,"Gaitonde, Datta V",1
GRT00031908,"Gaitonde, Datta V",1
GRT00031909,"Sutton, Jeffrey A.",1
GRT00031910,"Su, Haijun",1
GRT00031911,"Sutton, Jeffrey A.",1
GRT00031912,"Clinton, Steven K.",1
GRT00031913,"Caligiuri, Michael A",1
GRT00031914,"Marcucci, Guido",1
GRT00031915,"Acharya, Samir",1
GRT00031916,"Anderson-Butcher, Dawn",1
GRT00031917,"Marcucci, Guido",1
GRT00031918,"Byrd, John C",1
GRT00031919,"Patterson, Emily S",1
GRT00031920,"da Costa, Ronaldo Casimiro",1
GRT00031921,"Janssen, Paul M",1
GRT00031922,"Zweier, Jay Louis",1
GRT00031923,"Zhu, Hua",1
GRT00031924,"Pan, Zui",1
GRT00031925,"Kleinhenz, Matthew D",1
GRT00031926,"McHale, Leah K",1
GRT00031927,"Popovich, Phillip Gordon",1
GRT00031928,"Cano, Jamie M",1
GRT00031929,"Sullivan, Mazeika",1
GRT00031930,"Oberyszyn, Tatiana Maria",1
GRT00031931,"Finer, John James",1
GRT00031932,"Obrietan, Karl H",1
GRT00031933,"Gardiner, Mary Margaret",1
GRT00031934,"Ayers, Leona W",1
GRT00031935,"Gebreyes, Wondwossen A",1
GRT00031936,"Cochran, Graham Ralph",1
GRT00031937,"Jourdan, Pablo Samuel",1
GRT00031938,"Partridge, Mark",1
GRT00031939,"Roe, Brian Eric",1
GRT00031940,"Bai, Xue-Feng",1
GRT00031941,"Doohan, Douglas",1
GRT00031942,"Sun, Zongyang",1
GRT00031943,"Hollway, Jill Ann",1
GRT00031944,"Menon, Usha",1
GRT00031945,"Dabrowski, Konrad",1
GRT00031946,"Brooks, Charles Laurence",1
GRT00031947,"Nakano, Ichiro",1
GRT00031948,"Amer, Amal",1
GRT00031949,"Nakano, Ichiro",1
GRT00031950,"Turner, Joanne",1
GRT00031951,"Schlesinger, Larry Seth",1
GRT00031952,"Yount, Jacob",1
GRT00031953,"Waldman, W James",1
GRT00031954,"Foust, Kevin D.",1
GRT00031955,"Dayton, Elizabeth Ann",1
GRT00031956,"Witter, Jonathan D",1
GRT00031957,"Goebel, Patrick Charles",1
GRT00031958,"Sastry, Sudhir K",1
GRT00031959,"Weed, Harrison Goodale",1
GRT00031960,"Sood, Namita",1
GRT00031961,"Valentine, Christopher W",1
GRT00031962,"Higgins, Robert S. D.",1
GRT00031963,"Lumbley, Joshua Lee",1
GRT00031964,"Arbona, Fernando Luis",1
GRT00031965,"Bohrer, Gil",1
GRT00031966,"Sezen, Halil",1
GRT00031967,"Hackshaw, Kevin Victor",1
GRT00031968,"Backes, Floor Jenniskens",1
GRT00031969,"Byrd, John C",1
GRT00031970,"Shneker, Bassel F",1
GRT00031971,"Lindsey, Laura Elizabeth",1
GRT00031972,"Gibbs, H Lisle",1
GRT00031973,"Li, Rongxing",1
GRT00031974,"Smith, Ryan Matthew",1
GRT00031975,"Moore, Sarah Anne",1
GRT00031976,"Kwon, Chang-Hyuk",1
GRT00031977,"Elder, James Bradley",1
GRT00031978,"Elder, James Bradley",1
GRT00031979,"Zhao, Xiaoli",1
GRT00031980,"Gu, Howard Haogang",1
GRT00031981,"Dungan, Kathleen Marie",1
GRT00031982,"Hildreth, Blake Eason",1
GRT00031983,"Bai, Xue-Feng",1
GRT00031984,"Lin, Mingqun",1
GRT00031985,"Satoskar, Abhay R.",1
GRT00031986,"Kwon, Chang-Hyuk",1
GRT00031987,"Ellis, Thomas James",1
GRT00031988,"Pintor, Lauren Melissa",1
GRT00031989,"Torbey, Michel T",1
GRT00031990,"Chen, Tong",1
GRT00031991,"Johnson, Amy Jo",1
GRT00031992,"Chipps, Esther Maria",1
GRT00031993,"Amer, Amal",1
GRT00031994,"Gunn, John Spencer",1
GRT00031995,"Pancholi, Preeti",1
GRT00031996,"Villamena, Frederick Aman",1
GRT00031997,"Green, Patrick Lee",1
GRT00031998,"Feth, Lawrence Lee",1
GRT00031999,"Williams, Marshall Vance",1
GRT00032000,"Otero, Jose Javier",1
GRT00032001,"Welling, D Bradley",1
GRT00032002,"Sezen, Halil",1
GRT00032003,"Shroff, Ness B",1
GRT00032004,"Wang, Deliang",1
GRT00032005,"Yi, Allen Yuan",1
GRT00032006,"Sinha, Prasun",1
GRT00032007,"Agrawal, Gagan",1
GRT00032008,"Agrawal, Gagan",1
GRT00032009,"Sadayappan, P",1
GRT00032010,"Woods, David D",1
GRT00032011,"Woods, David D",1
GRT00032012,"Panda, Dhabaleswar Kumar",1
GRT00032013,"Panda, Dhabaleswar Kumar",1
GRT00032014,"O'Malley, David M",1
GRT00032015,"Rappleye, Chad Alan",1
GRT00032016,"Bergese, Sergio Daniel",1
GRT00032017,"Scharre, Douglas William",1
GRT00032018,"Booher, Kathleen Elizabeth",1
GRT00032019,"Hu, Keli",1
GRT00032020,"Wang, Qiuhong",1
GRT00032021,"Mahlman, Robert Alan",1
GRT00032022,"Anderson, Sarah Elizabeth",1
GRT00032023,"Katz, Mira L.",1
GRT00032024,"Katz, Mira L.",1
GRT00032025,"Lee, Jiyoung",1
GRT00032026,"Weghorst, Christopher Mark",1
GRT00032027,"Christian, Beth Ann",1
GRT00032028,"Niblack, Terry Lee",1
GRT00032029,"Vodovotz, Yael",1
GRT00032030,"Shetlar, David John",1
GRT00032031,"Finer, John James",1
GRT00032032,"Dangaran, Kirsten Leigh",1
GRT00032033,"Michel, Andrew P.",1
GRT00032034,"Mittapalli, Omprakash",1
GRT00032035,"Mathur, Smita",1
GRT00032036,"Rizzoni, Giorgio",1
GRT00032037,"Sun, Xiaodong",1
GRT00032038,"Sun, Xiaodong",1
GRT00032039,"Blue, Thomas Elder",1
GRT00032040,"Christensen, Richard Neils",1
GRT00032041,"Johnson, Jennifer Anne",1
GRT00032042,"Zhang, Jinsuo",1
GRT00032043,"Gilat, Amos",1
GRT00032044,"Zhang, Jinsuo",1
GRT00032045,"Reiter, Paul L.",1
GRT00032046,"Zhang, Jinsuo",1
GRT00032047,"Blue, Thomas Elder",1
GRT00032048,"Zhang, Jinsuo",1
GRT00032049,"Pancholi, Preeti",1
GRT00032050,"Evans, Gwen",1
GRT00032051,"Evans, Gwen",1
GRT00032053,"Larry, John Alan",1
GRT00032054,"Sumption, Michael D",1
GRT00032055,"Sumption, Michael D",1
GRT00032056,"Larry, John Alan",1
GRT00032057,"Barringer, Sheryl Ann",1
GRT00032058,"Patton, Bruce Riley",1
GRT00032059,"Shah, Pankaj Madanlal",1
GRT00032060,"Weiss, Raul",1
GRT00032061,"Sen, Chandan K",1
GRT00032062,"Daoud, Emile Georges",1
GRT00032063,"Abaza, Ronney",1
GRT00032064,"Pelletier, Ronald Paul",1
GRT00032065,"Hanje, Adam J",1
GRT00032066,"Kassis, Edmund S.",1
GRT00032067,"Guttridge, Denis Christian",1
GRT00032068,"Blum, Kristie A",1
GRT00032069,"Sauvageau, Eric",1
GRT00032070,"Rezai, Ali R",1
GRT00032071,"Liu, Zhongfa",1
GRT00032072,"Michel, Andrew P.",1
GRT00032073,"Foust, Kevin D.",1
GRT00032074,"Hogan, Michael Patrick",1
GRT00032075,"Raman, Subha Venkat",1
GRT00032076,"Cataland, Spero Rick",1
GRT00032077,"Hogan, Michael Patrick",1
GRT00032078,"Doseff, Andrea I",1
GRT00032079,"Dhimitruka, Ilirian",1
GRT00032080,"Sederberg, Per",1
GRT00032081,"Frank, Reanne",1
GRT00032082,"Jacewicz, Ewa",1
GRT00032083,"Lindquist, Derick H",1
GRT00032084,"Zweier, Jay Louis",1
GRT00032085,"Das, Hiranmoy",1
GRT00032086,"Miller, Chad M",1
GRT00032087,"Deutscher, Meredith",1
GRT00032088,"Torbey, Michel T",1
GRT00032089,"Niewiesk, Stefan",1
GRT00032090,"Moeller, Steven John",1
GRT00032091,"Selvaraj, Ramesh Kumar",1
GRT00032092,"Cole, Kimberly",1
GRT00032093,"Tjarks, Werner",1
GRT00032094,"Porcu, Pierluigi",1
GRT00032095,"Pitt, Mark A",1
GRT00032096,"Jackwood, Daral J",1
GRT00032097,"Bohrer, Gil",1
GRT00032098,"Tiu, Laura",1
GRT00032099,"Guezennec, Yann Guillaume",1
GRT00032100,"Winslow, Christopher J",1
GRT00032101,"Winslow, Christopher J",1
GRT00032102,"Bedore, Jessica Suagee",1
GRT00032103,"Johnson, Amy Jo",1
GRT00032104,"Chalmers, Jeffrey John",1
GRT00032105,"Baker, Christopher J",1
GRT00032106,"Bromwich, David Howard",1
GRT00032107,"Shum, C K",1
GRT00032109,"Lower, Steven K",1
GRT00032110,"Chamberlin, Helen M",1
GRT00032111,"Wu, Jian-Qiu",1
GRT00032112,"Shoben, Abigail Blackburn",1
GRT00032113,"Park, Hay-Oak",1
GRT00032114,"Boehm, Constance S",1
GRT00032115,"McNamara, Jack Joseph",1
GRT00032116,"Ainslie, Kristy Marie",1
GRT00032117,"Jezek, Kenneth C",1
GRT00032118,"Howat, Ian M",1
GRT00032119,"Howat, Ian M",1
GRT00032120,"Howat, Ian M",1
GRT00032121,"Cole, David Robert",1
GRT00032122,"Maddocks, Kami J",1
GRT00032123,"Parvin, Jeffrey",1
GRT00032124,"Denko, Nicholas Charles",1
GRT00032125,"Denko, Nicholas Charles",1
GRT00032126,"Jaglowski, Samantha Mary",1
GRT00032127,"Leone, Gustavo W.",1
GRT00032128,"Guttridge, Denis Christian",1
GRT00032129,"Lee, Beth Suzanne",1
GRT00032130,"Wang, Danxin",1
GRT00032131,"Yount, Jacob",1
GRT00032132,"Schlesinger, Larry Seth",1
GRT00032133,"Hewett, Timothy E",1
GRT00032134,"Fischer, Andrew J.",1
GRT00032135,"Bergese, Sergio Daniel",1
GRT00032136,"Chen, Ching-Shih",1
GRT00032137,"Gu, Chen",1
GRT00032138,"Zhu, Hua",1
GRT00032139,"Dungan, Kathleen Marie",1
GRT00032140,"Davis, Ian C",1
GRT00032141,"Rikihisa, Yasuko",1
GRT00032142,"Sumption, Michael D",1
GRT00032143,"Sumption, Michael D",1
GRT00032144,"Verweij, Hendrik",1
GRT00032145,"Verweij, Hendrik",1
GRT00032146,"Verweij, Hendrik",1
GRT00032147,"Daehn, Glenn Steven",1
GRT00032148,"Zhang, Wei",1
GRT00032149,"Zhang, Wei",1
GRT00032150,"Guan, Jianjun",1
GRT00032151,"Guan, Jianjun",1
GRT00032152,"Moldovan, Nicanor Ilie",1
GRT00032153,"Buchheit, Rudolph G",1
GRT00032154,"Frankel, Gerald S",1
GRT00032155,"Stull, Jason W",1
GRT00032156,"Fraser, Hamish Lugard",1
GRT00032157,"Stull, Jason W",1
GRT00032158,"Guan, Jianjun",1
GRT00032159,"Guan, Jianjun",1
GRT00032160,"Winter, Jessica Odelia",1
GRT00032161,"Fraser, Hamish Lugard",1
GRT00032162,"Tomasko, David Lane",1
GRT00032163,"Sizemore, Gina Marie",1
GRT00032164,"Ryan, Thomas",1
GRT00032165,"Wuthrick, Evan J",1
GRT00032166,"Luthy, Nicole",1
GRT00032167,"Slesnick, Natasha",1
GRT00032168,"Arnold, L Eugene",1
GRT00032169,"Anderson, Clark Lawrence",1
GRT00032170,"McTigue, Dana Marie",1
GRT00032171,"Marsh, Clay Braden",1
GRT00032172,"Loadman, William Earl",1
GRT00032173,"Sivandran, Gajan",1
GRT00032174,"Leone, Gustavo W.",1
GRT00032175,"Dorrance, Anne E",1
GRT00032176,"Johnson, Norman F",1
GRT00032177,"Parthasarathy, Srinivasan",1
GRT00032178,"O'Quin, Jeanette",1
GRT00032179,"Rizzoni, Giorgio",1
GRT00032180,"Agarwal, Anil Kumar",1
GRT00032181,"Agarwal, Anil Kumar",1
GRT00032182,"Sertel, Kubilay",1
GRT00032183,"Sertel, Kubilay",1
GRT00032184,"Burkholder, Robert James",1
GRT00032185,"Volakis, John Leonidas",1
GRT00032186,"Volakis, John Leonidas",1
GRT00032187,"Hadley, Gregg A",1
GRT00032188,"Mehta, Kamal D.",1
GRT00032189,"Bolte, John H",1
GRT00032190,"Welling, D Bradley",1
GRT00032191,"Janssen, Paul M",1
GRT00032192,"Wood, Jackie Dale",1
GRT00032194,"Michel, Andrew P.",1
GRT00032195,"Simonetti, Orlando Paul",1
GRT00032196,"Ziouzenkova, Ouliana",1
GRT00032197,"Paul, Peter Vincent",1
GRT00032198,"Paul, Peter Vincent",1
GRT00032199,"Mahlman, Robert Alan",1
GRT00032200,"Malone, Helen Irene",1
GRT00032201,"Belury, Martha",1
GRT00032202,"Slesnick, Natasha",1
GRT00032203,"Disilvestro, Robert Arnold",1
GRT00032204,"Wong, Henry Keung",1
GRT00032205,"Niewiesk, Stefan",1
GRT00032206,"Croce, Carlo Maria",1
GRT00032207,"Groden, Joanna Louise",1
GRT00032208,"Croce, Carlo Maria",1
GRT00032209,"Croce, Carlo Maria",1
GRT00032210,"Larsen, Deborah Sue",1
GRT00032211,"Roberts, Craige",1
GRT00032212,"Schuler, William E.",1
GRT00032213,"Hooker, Neal H",1
GRT00032214,"Devaney, Johanna Catriona",1
GRT00032215,"Bayraksan, Guzin",1
GRT00032216,"Wang, Deliang",1
GRT00032217,"Burd, Christin E.",1
GRT00032220,"Foraker, Randi Elizabeth",1
GRT00032221,"Strayhorn, Terrell Lamont",1
GRT00032222,"Ezeji, Thaddeus Chukwuemeka",1
GRT00032223,"Johnson, Norman F",1
GRT00032224,"Selvaraj, Ramesh Kumar",1
GRT00032226,"Agrawal, Gagan",1
GRT00032227,"Austin, James Theodore",1
GRT00032228,"Mastronarde, John G",1
GRT00032229,"Burghes, Arthur Harry Macleo",1
GRT00032230,"Walters, John Douglas",1
GRT00032231,"Nakano, Ichiro",1
GRT00032232,"Gyorke, Sandor",1
GRT00032233,"Gilor, Chen",1
GRT00032234,"Belknap, James Kennedy",1
GRT00032235,"Xiong, Qingming",1
GRT00032236,"Zhu, Hua",1
GRT00032238,"Rajashekara, Gireesh",1
GRT00032239,"Zeigler, Daniel Ray",1
GRT00032240,"Fredrick, Kurt Lawrence",1
GRT00032241,"Lin, Tzu-Jung",1
GRT00032242,"Jin, Hui",1
GRT00032243,"Kirschner, Lawrence S.",1
GRT00032244,"Zeigler, Daniel Ray",1
GRT00032245,"Miller, Sally Ann",1
GRT00032247,"Weinberg, Bruce A",1
GRT00032248,"Schmeer, Kammi K.",1
GRT00032249,"Reagan, Patricia Benton",1
GRT00032250,"Kaminski, Jennifer A",1
GRT00032251,"Nathanson, Amy Ilene",1
GRT00032252,"Bushman, Brad J.",1
GRT00032253,"Healy, Eric",1
GRT00032254,"Hubbe, Mark",1
GRT00032255,"Lu, Zhong-Lin",1
GRT00032256,"Harnish, Stacy M",1
GRT00032257,"Crocker, Jennifer K",1
GRT00032258,"Qian, Zhenchao",1
GRT00032259,"Zhao, Yi",1
GRT00032260,"Hu, Keli",1
GRT00032261,"Bruno, Richard",1
GRT00032262,"Blum, Kristie A",1
GRT00032263,"Lee, L James",1
GRT00032264,"Lee, L James",1
GRT00032265,"Simcox, Amanda Alice",1
GRT00032266,"Bisesi, Michael Salvatore",1
GRT00032267,"Fishel, Richard Allan",1
GRT00032269,"Maurya, Santosh Kumar",1
GRT00032270,"Foust, Kevin D.",1
GRT00032271,"Dungan, Kathleen Marie",1
GRT00032272,"Kiecolt-Glaser, Janice Kay",1
GRT00032273,"Toribio, Ramiro Eliseo",1
GRT00032274,"Dangaran, Kirsten Leigh",1
GRT00032275,"Francis, David M",1
GRT00032276,"Lal, Rattan",1
GRT00032278,"Fedorov, Vadim V.",1
GRT00032279,"McConnell, Thomas Eric",1
GRT00032280,"Maiseyeu, Andrei",1
GRT00032281,"Kalyanasundaram, Anuradha",1
GRT00032282,"Vivas Basto, Paula Andrea",1
GRT00032283,"Kotha, Sainath Reddy",1
GRT00032284,"Belknap, James Kennedy",1
GRT00032285,"Toribio, Ramiro Eliseo",1
GRT00032286,"Gaillard, Trudy Renee",1
GRT00032287,"Melnyk, Bernadette",1
GRT00032288,"Gottesman, Mary Margaret",1
GRT00032289,"Yee, Lisa Diane",1
GRT00032290,"Khramtsov, Valery V",1
GRT00032291,"Simonetti, Orlando Paul",1
GRT00032292,"Sarkar, Anasuya",1
GRT00032293,"Park, Ki Ho",1
GRT00032294,"Starr, Jean Ellen",1
GRT00032296,"Lin, Chien-Liang Glenn",1
GRT00032298,"Chen, Chi-Chih",1
GRT00032299,"Bielicki, Jeffrey M",1
GRT00032300,"Weavers, Linda K",1
GRT00032301,"Panda, Dhabaleswar Kumar",1
GRT00032302,"Shah, Pankaj Madanlal",1
GRT00032304,"Carbone, David Paul",1
GRT00032305,"Wang, Qianben",1
GRT00032306,"Wang, Qianben",1
GRT00032307,"Toland, Amanda E",1
GRT00032308,"Jacob, Samson T",1
GRT00032309,"Goodfellow, Paul Joseph",1
GRT00032310,"Symer, David E",1
GRT00032311,"Roychowdhury, Sameek",1
GRT00032312,"Pilarski, Robert T",1
GRT00032313,"Wang, Qianben",1
GRT00032314,"Doll, Heather Lynn",1
GRT00032315,"Roychowdhury, Sameek",1
GRT00032316,"Jacob, Samson T",1
GRT00032317,"Pichiorri, Flavia",1
GRT00032318,"During, Matthew John",1
