Award ID,Name,PI,comma_loc,Name_fm,Name_l,Name_fml
GRT00059157,"Groth, Adam",1,6,Adam,Groth,adam groth
GRT00059163,"Groeber, Michael Anthony",1,8,Michael Anthony,Groeber,michael anthony groeber
GRT00059164,"Groeber, Michael Anthony",1,8,Michael Anthony,Groeber,michael anthony groeber
GRT00059173,"Ludsin, Stuart A",1,7,Stuart A,Ludsin,stuart a ludsin
GRT00059183,"Sivakoff, Frances",1,9,Frances,Sivakoff,frances sivakoff
GRT00059186,"Ludsin, Stuart A",1,7,Stuart A,Ludsin,stuart a ludsin
GRT00059190,"Brammer, Jonathan",1,8,Jonathan,Brammer,jonathan brammer
GRT00059191,"Pohar, Kamal S.",1,6,Kamal S.,Pohar,kamal s pohar
GRT00059192,"Ferrari, Theresa M",1,8,Theresa M,Ferrari,theresa m ferrari
GRT00059194,"Lobao, Linda Mary",1,6,Linda Mary,Lobao,linda mary lobao
GRT00059211,"Erdal, Barbaros Selnur",1,6,Barbaros Selnur,Erdal,barbaros selnur erdal
GRT00059213,"Freimer, Miriam Laura",1,8,Miriam Laura,Freimer,miriam laura freimer
GRT00059214,"Hannawi, Yousef",1,8,Yousef,Hannawi,yousef hannawi
GRT00059215,"Tyler, Kelly",1,6,Kelly,Tyler,kelly tyler
GRT00059216,"Qin, Rongjun",1,4,Rongjun,Qin,rongjun qin
GRT00059218,"LoRusso, Samantha",1,8,Samantha,LoRusso,samantha lorusso
GRT00059233,"Civittolo, David",1,10,David,Civittolo,david civittolo
GRT00059237,"Worley, Charles Thomas",1,7,Charles Thomas,Worley,charles thomas worley
GRT00059246,"Sardesai, Sagar",1,9,Sagar,Sardesai,sagar sardesai
GRT00059247,"Trigg, Vicky Doan-Nguyen",1,6,Vicky Doan-Nguyen,Trigg,vicky doannguyen trigg
GRT00059248,"VanDeusen, Jeffrey Bryan",1,10,Jeffrey Bryan,VanDeusen,jeffrey bryan vandeusen
GRT00059249,"Marras, William Steven",1,7,William Steven,Marras,william steven marras
GRT00059252,"Lorenz, Allison Marie",1,7,Allison Marie,Lorenz,allison marie lorenz
GRT00059256,"Panda, Dhabaleswar Kumar",1,6,Dhabaleswar Kumar,Panda,dhabaleswar kumar panda
GRT00059257,"Ghalichechian, Nima",1,14,Nima,Ghalichechian,nima ghalichechian
GRT00059258,"Gupta, Inder Jeet",1,6,Inder Jeet,Gupta,inder jeet gupta
GRT00059260,"Bohrer, Gil",1,7,Gil,Bohrer,gil bohrer
GRT00059270,"Khan, Safdar N",1,5,Safdar N,Khan,safdar n khan
GRT00059277,"Carr, David Raymond",1,5,David Raymond,Carr,david raymond carr
GRT00059279,"Frankel, Gerald S",1,8,Gerald S,Frankel,gerald s frankel
GRT00059285,"Klompen, Johannes Servatius H",1,8,Johannes Servatius H,Klompen,johannes servatius h klompen
GRT00059291,"Yuasa, Etsuyo",1,6,Etsuyo,Yuasa,etsuyo yuasa
GRT00059292,"Bunger, Alicia Christine",1,7,Alicia Christine,Bunger,alicia christine bunger
GRT00059297,"Fussner, Lynn Ashley",1,8,Lynn Ashley,Fussner,lynn ashley fussner
GRT00059300,"Herderick, Edward David",1,10,Edward David,Herderick,edward david herderick
GRT00059302,"Boudoulas, Konstantinos Dean",1,10,Konstantinos Dean,Boudoulas,konstantinos dean boudoulas
GRT00059306,"Puduvalli, Vinay K",1,10,Vinay K,Puduvalli,vinay k puduvalli
GRT00059307,"Mathison, Randall Melson",1,9,Randall Melson,Mathison,randall melson mathison
GRT00059309,"Yang, Shang-Tian",1,5,Shang-Tian,Yang,shangtian yang
GRT00059319,"Qin, Rongjun",1,4,Rongjun,Qin,rongjun qin
GRT00059327,"Gebreyes, Wondwossen A",1,9,Wondwossen A,Gebreyes,wondwossen a gebreyes
GRT00059334,"Baiocchi, Robert A",1,9,Robert A,Baiocchi,robert a baiocchi
GRT00059335,"Cataland, Spero Rick",1,9,Spero Rick,Cataland,spero rick cataland
GRT00059340,"Weaver, Tristan Esben",1,7,Tristan Esben,Weaver,tristan esben weaver
GRT00059341,"Otterson, Gregory A",1,9,Gregory A,Otterson,gregory a otterson
GRT00059346,"Benatar, Avraham",1,8,Avraham,Benatar,avraham benatar
GRT00059347,"Wang, Jiankang",1,5,Jiankang,Wang,jiankang wang
GRT00059348,"Bischof, Jason",1,8,Jason,Bischof,jason bischof
GRT00059350,"Arora, Anish Kumar",1,6,Anish Kumar,Arora,anish kumar arora
GRT00059354,"Chen, Chi-Chih",1,5,Chi-Chih,Chen,chichih chen
GRT00059357,"Husbands, Aman Y",1,9,Aman Y,Husbands,aman y husbands
GRT00059361,"Breitenstein, Susan",1,13,Susan,Breitenstein,susan breitenstein
GRT00059362,"Baiocchi, Robert A",1,9,Robert A,Baiocchi,robert a baiocchi
GRT00059363,"Johnson, Joel Tidmore",1,8,Joel Tidmore,Johnson,joel tidmore johnson
GRT00059377,"Scheer, Scott D",1,7,Scott D,Scheer,scott d scheer
GRT00059378,"Jones, Michelle Lyn",1,6,Michelle Lyn,Jones,michelle lyn jones
GRT00059379,"Shah, Zarine Ketul",1,5,Zarine Ketul,Shah,zarine ketul shah
GRT00059382,"Lindsey, Laura Elizabeth",1,8,Laura Elizabeth,Lindsey,laura elizabeth lindsey
GRT00059384,"Wang, Jin",1,5,Jin,Wang,jin wang
GRT00059385,"Durham, Lisa",1,7,Lisa,Durham,lisa durham
GRT00059389,"Owen, Dwight Hall",1,5,Dwight Hall,Owen,dwight hall owen
GRT00059390,"Lorch, Gwendolen",1,6,Gwendolen,Lorch,gwendolen lorch
GRT00059391,"Bhatt, Nitin Yogendra",1,6,Nitin Yogendra,Bhatt,nitin yogendra bhatt
GRT00059392,"Neblo, Michael A.",1,6,Michael A.,Neblo,michael a neblo
GRT00059393,"McCrink, Matthew Henry",1,8,Matthew Henry,McCrink,matthew henry mccrink
GRT00059400,"Ozguner, Umit Ali",1,8,Umit Ali,Ozguner,umit ali ozguner
GRT00059401,"Rizzoni, Giorgio",1,8,Giorgio,Rizzoni,giorgio rizzoni
GRT00059402,"Kaeding, Christopher Carl",1,8,Christopher Carl,Kaeding,christopher carl kaeding
GRT00059406,"Anderson-Butcher, Dawn",1,17,Dawn,Anderson-Butcher,dawn andersonbutcher
GRT00059408,"Backes, Floor Jenniskens",1,7,Floor Jenniskens,Backes,floor jenniskens backes
GRT00059425,"Heldman, Dennis Ray",1,8,Dennis Ray,Heldman,dennis ray heldman
GRT00059428,"Cornish, Katrina",1,8,Katrina,Cornish,katrina cornish
GRT00059433,"Alinari, Lapo",1,8,Lapo,Alinari,lapo alinari
GRT00059434,"Khan, Safdar N",1,5,Safdar N,Khan,safdar n khan
GRT00059441,"Davis, Alan K",1,6,Alan K,Davis,alan k davis
GRT00059442,"Duan, Lian",1,5,Lian,Duan,lian duan
GRT00059443,"Luo, Aihua",1,4,Aihua,Luo,aihua luo
GRT00059444,"Gouma, Pelagia-Iren",1,6,Pelagia-Iren,Gouma,pelagiairen gouma
GRT00059452,"Mansfield, Julie Ann",1,10,Julie Ann,Mansfield,julie ann mansfield
GRT00059454,"Puduvalli, Vinay K",1,10,Vinay K,Puduvalli,vinay k puduvalli
GRT00059456,"Keller, Brian C",1,7,Brian C,Keller,brian c keller
GRT00059461,"Hoelzle, David John",1,8,David John,Hoelzle,david john hoelzle
GRT00059463,"Gupta, Inder Jeet",1,6,Inder Jeet,Gupta,inder jeet gupta
GRT00059464,"Ames, Nathan David",1,5,Nathan David,Ames,nathan david ames
GRT00059466,"Osborne, Amanda P",1,8,Amanda P,Osborne,amanda p osborne
GRT00059471,"Cvetanovich, Gregory Louis",1,12,Gregory Louis,Cvetanovich,gregory louis cvetanovich
GRT00059473,"Keller, Brian C",1,7,Brian C,Keller,brian c keller
GRT00059474,"Duan, Lian",1,5,Lian,Duan,lian duan
GRT00059475,"Shah, Jami Jamshed",1,5,Jami Jamshed,Shah,jami jamshed shah
GRT00059477,"Kirschner, Lawrence S.",1,10,Lawrence S.,Kirschner,lawrence s kirschner
GRT00059478,"Carbone, David Paul",1,8,David Paul,Carbone,david paul carbone
GRT00059480,"Agarwal, Anant K",1,8,Anant K,Agarwal,anant k agarwal
GRT00059483,"Tilmon, Kelley Jean",1,7,Kelley Jean,Tilmon,kelley jean tilmon
GRT00059484,"Ronningen, Theodore J",1,10,Theodore J,Ronningen,theodore j ronningen
GRT00059488,"Walker, Alison Rich",1,7,Alison Rich,Walker,alison rich walker
GRT00059490,"Lorenz, Allison Marie",1,7,Allison Marie,Lorenz,allison marie lorenz
GRT00059491,"Sardesai, Sagar",1,9,Sagar,Sardesai,sagar sardesai
GRT00059495,"Colbert, Susan H",1,8,Susan H,Colbert,susan h colbert
GRT00059497,"Hu, Zhiwei",1,3,Zhiwei,Hu,zhiwei hu
GRT00059498,"Hu, Zhiwei",1,3,Zhiwei,Hu,zhiwei hu
GRT00059509,"Natwa, Mona",1,6,Mona,Natwa,mona natwa
GRT00059511,"Renton, David Benjamin",1,7,David Benjamin,Renton,david benjamin renton
GRT00059513,"Paul, Pierce Anderson",1,5,Pierce Anderson,Paul,pierce anderson paul
GRT00059514,"Puduvalli, Vinay K",1,10,Vinay K,Puduvalli,vinay k puduvalli
GRT00059518,"Moroi, Sayoko E",1,6,Sayoko E,Moroi,sayoko e moroi
GRT00059520,"Moroi, Sayoko E",1,6,Sayoko E,Moroi,sayoko e moroi
GRT00059524,"Noda, Mari",1,5,Mari,Noda,mari noda
GRT00059530,"Shafieezadeh, Abdollah",1,13,Abdollah,Shafieezadeh,abdollah shafieezadeh
GRT00059540,"Ganapathi, Asvin M",1,10,Asvin M,Ganapathi,asvin m ganapathi
GRT00059545,"Choe, Hannah",1,5,Hannah,Choe,hannah choe
GRT00059546,"Khan, Safdar N",1,5,Safdar N,Khan,safdar n khan
GRT00059554,"Trigg, Vicky Doan-Nguyen",1,6,Vicky Doan-Nguyen,Trigg,vicky doannguyen trigg
GRT00059565,"Shroff, Ness B",1,7,Ness B,Shroff,ness b shroff
GRT00059571,"Flores, Antolin Simon",1,7,Antolin Simon,Flores,antolin simon flores
GRT00059572,"Nagib, David A",1,6,David A,Nagib,david a nagib
GRT00059573,"Royalty, Kelly M",1,8,Kelly M,Royalty,kelly m royalty
GRT00059576,"Gowdy, Kymberly M",1,6,Kymberly M,Gowdy,kymberly m gowdy
GRT00059580,"Marras, William Steven",1,7,William Steven,Marras,william steven marras
GRT00059583,"Gowdy, Kymberly M",1,6,Kymberly M,Gowdy,kymberly m gowdy
GRT00059585,"Vasu, Sumithira",1,5,Sumithira,Vasu,sumithira vasu
GRT00059586,"Smith, Dale Shane",1,6,Dale Shane,Smith,dale shane smith
GRT00059587,"Smith, Dale Shane",1,6,Dale Shane,Smith,dale shane smith
GRT00059589,"Armstrong, Julia Nicole",1,10,Julia Nicole,Armstrong,julia nicole armstrong
GRT00059592,"Nist, Marliese Dion",1,5,Marliese Dion,Nist,marliese dion nist
GRT00059594,"Nowak, Alexandra Leah",1,6,Alexandra Leah,Nowak,alexandra leah nowak
GRT00059596,"Kraut, Eric Harvey",1,6,Eric Harvey,Kraut,eric harvey kraut
GRT00059597,"Peterson, Blake R",1,9,Blake R,Peterson,blake r peterson
GRT00059598,"Li, Jieli",1,3,Jieli,Li,jieli li
GRT00059599,"Loux, Mark Monroe",1,5,Mark Monroe,Loux,mark monroe loux
GRT00059614,"Moore III, James L.",1,10,James L.,Moore III,james l moore iii
GRT00059615,"Sutradhar, Alok",1,10,Alok,Sutradhar,alok sutradhar
GRT00059616,"Robinson, Heather Reed",1,9,Heather Reed,Robinson,heather reed robinson
GRT00059619,"Moberly, Aaron C.",1,8,Aaron C.,Moberly,aaron c moberly
GRT00059636,"Larry, John Alan",1,6,John Alan,Larry,john alan larry
GRT00059639,"Chung, Dongjun",1,6,Dongjun,Chung,dongjun chung
GRT00059643,"Carson III, William Edgar",1,11,William Edgar,Carson III,william edgar carson iii
GRT00059666,"Loux, Mark Monroe",1,5,Mark Monroe,Loux,mark monroe loux
GRT00059667,"Dorrance, Anne E",1,9,Anne E,Dorrance,anne e dorrance
GRT00059669,"Otterson, Gregory A",1,9,Gregory A,Otterson,gregory a otterson
GRT00059670,"Cianciolo, Rachel E",1,10,Rachel E,Cianciolo,rachel e cianciolo
GRT00059677,"Puduvalli, Vinay K",1,10,Vinay K,Puduvalli,vinay k puduvalli
GRT00059680,"Li, Jianrong",1,3,Jianrong,Li,jianrong li
GRT00059681,"Ayoub, Isabelle",1,6,Isabelle,Ayoub,isabelle ayoub
GRT00059682,"He, Kai",1,3,Kai,He,kai he
GRT00059683,"Exline, Matthew C",1,7,Matthew C,Exline,matthew c exline
GRT00059684,"Pohar, Kamal S.",1,6,Kamal S.,Pohar,kamal s pohar
GRT00059688,"Lorenz, Allison Marie",1,7,Allison Marie,Lorenz,allison marie lorenz
GRT00059689,"Ameri, Ali A.",1,6,Ali A.,Ameri,ali a ameri
GRT00059691,"Magliery, Thomas John",1,9,Thomas John,Magliery,thomas john magliery
GRT00059693,"Ghattas, Christian",1,8,Christian,Ghattas,christian ghattas
GRT00059694,"Stover, Daniel G",1,7,Daniel G,Stover,daniel g stover
GRT00059702,"Roblin, Patrick",1,7,Patrick,Roblin,patrick roblin
GRT00059706,"Ranbom, Lorin D",1,7,Lorin D,Ranbom,lorin d ranbom
GRT00059709,"Ramirez Londono, Antonio Jose",1,16,Antonio Jose,Ramirez Londono,antonio jose ramirez londono
GRT00059710,"Dapino, Marcelo J",1,7,Marcelo J,Dapino,marcelo j dapino
GRT00059712,"Augostini, Ralph Sayre",1,10,Ralph Sayre,Augostini,ralph sayre augostini
GRT00059720,"Farrell, Molly Jeanne",1,8,Molly Jeanne,Farrell,molly jeanne farrell
GRT00059721,"Gan, Kock Kiam",1,4,Kock Kiam,Gan,kock kiam gan
GRT00059723,"Braumoeller, Bear F.",1,12,Bear F.,Braumoeller,bear f braumoeller
GRT00059724,"Gibbs, H Lisle",1,6,H Lisle,Gibbs,h lisle gibbs
GRT00059726,"Moore III, James L.",1,10,James L.,Moore III,james l moore iii
GRT00059731,"Hawkins, Thomas Richard",1,8,Thomas Richard,Hawkins,thomas richard hawkins
GRT00059733,"Krishna, Sanjay",1,8,Sanjay,Krishna,sanjay krishna
GRT00059741,"Rempala, Grzegorz A.",1,8,Grzegorz A.,Rempala,grzegorz a rempala
GRT00059745,"Shang, Ce",1,6,Ce,Shang,ce shang
GRT00059762,"Ameri, Ali A.",1,6,Ali A.,Ameri,ali a ameri
GRT00059764,"Karch, Kelly R",1,6,Kelly R,Karch,kelly r karch
GRT00059766,"Sahr, Timothy Richard",1,5,Timothy Richard,Sahr,timothy richard sahr
GRT00059776,"Hamilton, Darrick C",1,9,Darrick C,Hamilton,darrick c hamilton
GRT00059782,"Rood, Kara Marie",1,5,Kara Marie,Rood,kara marie rood
GRT00059786,"Chandler, Heather",1,9,Heather,Chandler,heather chandler
GRT00059790,"Scheckelhoff, Beth Anne",1,13,Beth Anne,Scheckelhoff,beth anne scheckelhoff
GRT00059794,"Ranbom, Lorin D",1,7,Lorin D,Ranbom,lorin d ranbom
GRT00059798,"Graham, David L",1,7,David L,Graham,david l graham
GRT00059800,"Hamilton, Darrick C",1,9,Darrick C,Hamilton,darrick c hamilton
GRT00059818,"Trinidad, John Christopher L",1,9,John Christopher L,Trinidad,john christopher l trinidad
GRT00059826,"Ringel, Steven Adam",1,7,Steven Adam,Ringel,steven adam ringel
GRT00059827,"Ringel, Steven Adam",1,7,Steven Adam,Ringel,steven adam ringel
GRT00059829,"Collier, Katharine Ann",1,8,Katharine Ann,Collier,katharine ann collier
GRT00059832,"Kalcic, Margaret M",1,7,Margaret M,Kalcic,margaret m kalcic
GRT00059834,"Gardner, David Sean",1,8,David Sean,Gardner,david sean gardner
GRT00059838,"Knopp, Michael",1,6,Michael,Knopp,michael knopp
GRT00059839,"Wang, Jin",1,5,Jin,Wang,jin wang
GRT00059846,"Loux, Mark Monroe",1,5,Mark Monroe,Loux,mark monroe loux
GRT00059850,"Weisenberger, Janet M.",1,13,Janet M.,Weisenberger,janet m weisenberger
GRT00059857,"Ranbom, Lorin D",1,7,Lorin D,Ranbom,lorin d ranbom
GRT00059858,"Ranbom, Lorin D",1,7,Lorin D,Ranbom,lorin d ranbom
GRT00059859,"Ranbom, Lorin D",1,7,Lorin D,Ranbom,lorin d ranbom
GRT00059863,"Gelpi, Christopher Francis",1,6,Christopher Francis,Gelpi,christopher francis gelpi
GRT00059865,"Fraser, Hamish Lugard",1,7,Hamish Lugard,Fraser,hamish lugard fraser
GRT00059870,"Bowman, Andrew S",1,7,Andrew S,Bowman,andrew s bowman
GRT00059871,"Gowdy, Kymberly M",1,6,Kymberly M,Gowdy,kymberly m gowdy
GRT00059877,"Fazio, Russell H",1,6,Russell H,Fazio,russell h fazio
GRT00059878,"Arkes, Hal Richard",1,6,Hal Richard,Arkes,hal richard arkes
GRT00059880,"Ranbom, Lorin D",1,7,Lorin D,Ranbom,lorin d ranbom
GRT00059899,"Mims, Alice Scott",1,5,Alice Scott,Mims,alice scott mims
GRT00059900,"Mims, Alice Scott",1,5,Alice Scott,Mims,alice scott mims
GRT00059903,"Malvestutto, Carlos",1,12,Carlos,Malvestutto,carlos malvestutto
GRT00059904,"Pancholi, Preeti",1,9,Preeti,Pancholi,preeti pancholi
GRT00059910,"Herbell, Kayla S",1,8,Kayla S,Herbell,kayla s herbell
GRT00059911,"Bons, Jeffrey Peter",1,5,Jeffrey Peter,Bons,jeffrey peter bons
GRT00059918,"Ertin, Emre",1,6,Emre,Ertin,emre ertin
GRT00059919,"Rinehart, Candy Sue",1,9,Candy Sue,Rinehart,candy sue rinehart
GRT00059920,"Rinehart, Candy Sue",1,9,Candy Sue,Rinehart,candy sue rinehart
GRT00059922,"Stanich, Peter Paul",1,8,Peter Paul,Stanich,peter paul stanich
GRT00059930,"Graham, David L",1,7,David L,Graham,david l graham
GRT00059934,"Walker, Alison Rich",1,7,Alison Rich,Walker,alison rich walker
GRT00059946,"Groeber, Michael Anthony",1,8,Michael Anthony,Groeber,michael anthony groeber
GRT00059947,"Browning, Christopher R",1,9,Christopher R,Browning,christopher r browning
GRT00059954,"Armstrong, Julia Nicole",1,10,Julia Nicole,Armstrong,julia nicole armstrong
GRT00059955,"Doll, Heather Lynn",1,5,Heather Lynn,Doll,heather lynn doll
GRT00059958,"Li, Zihai",1,3,Zihai,Li,zihai li
GRT00059969,"Ekici, Eylem",1,6,Eylem,Ekici,eylem ekici
GRT00059978,"Arafin, Shamsul",1,7,Shamsul,Arafin,shamsul arafin
GRT00059980,"Agarwal, Anant K",1,8,Anant K,Agarwal,anant k agarwal
GRT00060030,"Kalcic, Margaret M",1,7,Margaret M,Kalcic,margaret m kalcic
GRT00060031,"Mumtaz, Khalid",1,7,Khalid,Mumtaz,khalid mumtaz
GRT00060034,"Martin, Julie P",1,7,Julie P,Martin,julie p martin
GRT00060040,"Pascall, Melvin A",1,8,Melvin A,Pascall,melvin a pascall
GRT00060067,"Spears-McNatt, Kimberly Lachelle",1,14,Kimberly Lachelle,Spears-McNatt,kimberly lachelle spearsmcnatt
GRT00060076,"Heckscher, Jennifer Anne",1,10,Jennifer Anne,Heckscher,jennifer anne heckscher
GRT00060081,"Zhao, Ruike",1,5,Ruike,Zhao,ruike zhao
GRT00060083,"Mark, Bryan Greenwood",1,5,Bryan Greenwood,Mark,bryan greenwood mark
GRT00060084,"Paul, Pierce Anderson",1,5,Pierce Anderson,Paul,pierce anderson paul
GRT00060085,"Shearer, Scott Allan",1,8,Scott Allan,Shearer,scott allan shearer
GRT00060086,"Kang, Yun Seok",1,5,Yun Seok,Kang,yun seok kang
GRT00060087,"Dorrance, Anne E",1,9,Anne E,Dorrance,anne e dorrance
GRT00060095,"Sertel, Kubilay",1,7,Kubilay,Sertel,kubilay sertel
GRT00060096,"Hammel, Peter Christopher",1,7,Peter Christopher,Hammel,peter christopher hammel
GRT00060110,"Gebreyes, Wondwossen A",1,9,Wondwossen A,Gebreyes,wondwossen a gebreyes
GRT00060114,"Kaffenberger, Jessica Amie",1,13,Jessica Amie,Kaffenberger,jessica amie kaffenberger
GRT00060124,"Cataland, Spero Rick",1,9,Spero Rick,Cataland,spero rick cataland
GRT00060125,"Chen, Jen-Ping",1,5,Jen-Ping,Chen,jenping chen
GRT00060130,"Graham, Margaret Clark",1,7,Margaret Clark,Graham,margaret clark graham
GRT00060134,"Vasileff, William Kelton",1,9,William Kelton,Vasileff,william kelton vasileff
GRT00060137,"Pannu, Jasleen",1,6,Jasleen,Pannu,jasleen pannu
GRT00060188,"Byrd, John C",1,5,John C,Byrd,john c byrd
GRT00060225,"Ricks, JaNelle Marie",1,6,JaNelle Marie,Ricks,janelle marie ricks
GRT00060227,"Black, Sylvester M",1,6,Sylvester M,Black,sylvester m black
GRT00060228,"Benitez Ponce, Maria Soledad",1,14,Maria Soledad,Benitez Ponce,maria soledad benitez ponce
GRT00060238,"Zhang, Jun",1,6,Jun,Zhang,jun zhang
GRT00060241,"Kiourti, Asimina",1,8,Asimina,Kiourti,asimina kiourti
GRT00060243,"Relling, Alejandro Enrique",1,8,Alejandro Enrique,Relling,alejandro enrique relling
GRT00060251,"Root, Elisabeth D",1,5,Elisabeth D,Root,elisabeth d root
GRT00060261,"Rinehart, Candy Sue",1,9,Candy Sue,Rinehart,candy sue rinehart
GRT00060267,"Noll, Scott A",1,5,Scott A,Noll,scott a noll
GRT00060272,"Carbone, David Paul",1,8,David Paul,Carbone,david paul carbone
GRT00060284,"William, Basem M",1,8,Basem M,William,basem m william
GRT00060285,"Schultz, Zachary Dale",1,8,Zachary Dale,Schultz,zachary dale schultz
GRT00060291,"Relling, Alejandro Enrique",1,8,Alejandro Enrique,Relling,alejandro enrique relling
GRT00060300,"Seiber, Eric",1,7,Eric,Seiber,eric seiber
GRT00060315,"Arehart, Aaron Robert",1,8,Aaron Robert,Arehart,aaron robert arehart
GRT00060332,"Moser, John R",1,6,John R,Moser,john r moser
GRT00060358,"Khanal, Sami",1,7,Sami,Khanal,sami khanal
GRT00060361,"Campbell, Moray J",1,9,Moray J,Campbell,moray j campbell
GRT00060422,"Morrison, Ann Marie",1,9,Ann Marie,Morrison,ann marie morrison
GRT00060423,"Conejo, Antonio Jesus",1,7,Antonio Jesus,Conejo,antonio jesus conejo
GRT00060424,"Bohrerova, Zuzana",1,10,Zuzana,Bohrerova,zuzana bohrerova
GRT760667,"Samimy, Mohammad",1,7,Mohammad,Samimy,mohammad samimy
GRT761474,"Williams, David B.",1,9,David B.,Williams,david b williams
GRT769258,"Krzycki, Joseph Adrian",1,8,Joseph Adrian,Krzycki,joseph adrian krzycki
GRT863729,"Kahraman, Ahmet",1,9,Ahmet,Kahraman,ahmet kahraman
GRT864739,"Altan, Taylan",1,6,Taylan,Altan,taylan altan
GRT865334,"Lee, L James",1,4,L James,Lee,l james lee
GRT865889,"Heldman, Dennis Ray",1,8,Dennis Ray,Heldman,dennis ray heldman
GRT866261,"Lee, Teh-Hong",1,4,Teh-Hong,Lee,tehhong lee
GRT866608,"Rizzoni, Giorgio",1,8,Giorgio,Rizzoni,giorgio rizzoni
GRT867334,"Farrar, William Blair",1,7,William Blair,Farrar,william blair farrar
GRT867398,"Kulp, Marjean Taylor",1,5,Marjean Taylor,Kulp,marjean taylor kulp
GRT867776,"Cao, Lei Raymond",1,4,Lei Raymond,Cao,lei raymond cao
GRT961341,"Hammel, Peter Christopher",1,7,Peter Christopher,Hammel,peter christopher hammel
GRT961586,"Gates, Robert John",1,6,Robert John,Gates,robert john gates
GRT962185,"Allen, Heather C",1,6,Heather C,Allen,heather c allen
GRT962285,"Watters, George Thomas",1,8,George Thomas,Watters,george thomas watters
GRT962320,"Hertzler, Steven Ronald",1,9,Steven Ronald,Hertzler,steven ronald hertzler
GRT962624,"Panda, Dhabaleswar Kumar",1,6,Dhabaleswar Kumar,Panda,dhabaleswar kumar panda
GRT962769,"Kraut, Eric Harvey",1,6,Eric Harvey,Kraut,eric harvey kraut
GRT962776,"Love, Charles J",1,5,Charles J,Love,charles j love
GRT00000002,"Boerner, Ralph E J",0,8,Ralph E J,Boerner,ralph e j boerner
GRT00002933,"Daniels, Curt John",0,8,Curt John,Daniels,curt john daniels
GRT00004967,"Chambers, Robert Bayard",0,9,Robert Bayard,Chambers,robert bayard chambers
GRT00005289,"Agostini, Pierre",0,9,Pierre,Agostini,pierre agostini
GRT00006064,"Lee, Robert",0,4,Robert,Lee,robert lee
GRT00008064,"Dapino, Marcelo J",0,7,Marcelo J,Dapino,marcelo j dapino
GRT00008078,"Vaccaro, Patrick Samuel",0,8,Patrick Samuel,Vaccaro,patrick samuel vaccaro
GRT00008619,"Smead, William Lewis",0,6,William Lewis,Smead,william lewis smead
GRT00008801,"Gupta, Inder Jeet",0,6,Inder Jeet,Gupta,inder jeet gupta
GRT00010748,"Haddad, Nabil Jamil",0,7,Nabil Jamil,Haddad,nabil jamil haddad
GRT00010903,"Anderson, Peter Martin",0,9,Peter Martin,Anderson,peter martin anderson
GRT00011022,"Lippold, John Carlton",0,8,John Carlton,Lippold,john carlton lippold
GRT00011196,"Nana-Sinkam, Patrick",0,12,Patrick,Nana-Sinkam,patrick nanasinkam
GRT00013328,"Kennedy, Kelly Sue",0,8,Kelly Sue,Kennedy,kelly sue kennedy
GRT00013429,"Chen, Chi-Chih",0,5,Chi-Chih,Chen,chichih chen
GRT00013441,"Koletar, Susan Lynn",0,8,Susan Lynn,Koletar,susan lynn koletar
GRT00013871,"Jones, Kenneth Halliday",0,6,Kenneth Halliday,Jones,kenneth halliday jones
GRT00014437,"Baiocchi, Robert A",0,9,Robert A,Baiocchi,robert a baiocchi
GRT00014517,"Chien, Hua-Hong Ben",0,6,Hua-Hong Ben,Chien,huahong ben chien
GRT00014682,"Anderson, Joel Brougher",0,9,Joel Brougher,Anderson,joel brougher anderson
GRT00014970,"Ammirati, Mario",0,9,Mario,Ammirati,mario ammirati
GRT00015198,"Pouchet, Louis Noel",0,8,Louis Noel,Pouchet,louis noel pouchet
GRT00015340,"Daniels, Carol B",0,8,Carol B,Daniels,carol b daniels
GRT00015404,"Adamovich, Igor Vladimirovic",0,10,Igor Vladimirovic,Adamovich,igor vladimirovic adamovich
GRT00015472,"Casian, Luis Guillermo",0,7,Luis Guillermo,Casian,luis guillermo casian
GRT00015506,"Failla, Mark L",0,7,Mark L,Failla,mark l failla
GRT00015866,"Go, Michael R",0,3,Michael R,Go,michael r go
GRT00016170,"Daniels, Curt John",0,8,Curt John,Daniels,curt john daniels
GRT00016246,"Shim, Rosemarie Lin",0,5,Rosemarie Lin,Shim,rosemarie lin shim
GRT00016471,"Wang, Danxin",0,5,Danxin,Wang,danxin wang
GRT00016682,"Johnston-Halperin, Ezekiel",0,18,Ezekiel,Johnston-Halperin,ezekiel johnstonhalperin
GRT00016761,"Herbei, Radu",0,7,Radu,Herbei,radu herbei
GRT00017573,"Hadad, Christopher Martin",0,6,Christopher Martin,Hadad,christopher martin hadad
GRT00017624,"Zhao, Weiqiang",0,5,Weiqiang,Zhao,weiqiang zhao
GRT00017649,"Reutter, Jeffrey Michael",0,8,Jeffrey Michael,Reutter,jeffrey michael reutter
GRT00017754,"Hebert, Lee Alois",0,7,Lee Alois,Hebert,lee alois hebert
GRT00017818,"Khawaja, Raheela A",0,8,Raheela A,Khawaja,raheela a khawaja
GRT00017964,"Daniels, Curt John",0,8,Curt John,Daniels,curt john daniels
GRT00018167,"Marcucci, Guido",0,9,Guido,Marcucci,guido marcucci
GRT00018327,"Alder, Hansjuerg",0,6,Hansjuerg,Alder,hansjuerg alder
GRT00018410,"Bishop, Georgia Ann",0,7,Georgia Ann,Bishop,georgia ann bishop
